Freq,Real,image,Type
60.585392,157.546951,27.7132,bad
87.983528,151.317139,26.02207,bad
127.771744,145.552017,24.633001,bad
185.553131,140.108231,23.223717,bad
269.4646,134.982574,22.103199,bad
391.322815,129.981644,21.161085,bad
568.288208,125.003578,20.211754,bad
825.281433,120.249161,19.204353,bad
1198.493042,115.643669,18.165159,bad
1740.479736,111.257698,16.988987,bad
2527.56543,107.094551,15.63784,bad
3670.589844,103.162636,14.055427,bad
5330.516602,99.474632,12.226447,bad
7741.101563,96.032867,10.211596,bad
11241.80957,92.450401,7.876232,bad
16325.61914,88.031586,4.687506,bad
23708.44727,82.156967,-0.869147,bad
34429.96484,75.41011,-11.349649,bad
50000,69.877716,-29.246429,bad
1,261.740906,109.050842,bad
1.452223,240.55777,89.169601,bad
2.108953,224.713257,71.171028,bad
3.062671,213.846039,57.725357,bad
4.447683,205.658203,48.061172,bad
6.459029,198.643799,41.371593,bad
9.379953,192.083298,37.102528,bad
13.621789,185.386032,34.335526,bad
19.781881,178.516006,32.484978,bad
28.727713,171.405563,30.956039,bad
41.719059,164.340988,29.416298,bad
60.585392,157.582336,27.721315,bad
87.983528,151.344986,26.026884,bad
127.771744,145.561462,24.518343,bad
185.553131,140.177399,23.224609,bad
269.4646,135.013,22.108858,bad
391.322815,129.973175,21.165749,bad
568.288208,125.019058,20.217354,bad
825.281433,120.279327,19.201807,bad
1198.493042,115.669952,18.166292,bad
1740.479736,111.284004,16.988668,bad
2527.56543,107.131447,15.650499,bad
3670.589844,103.207108,14.079833,bad
5330.516602,99.548706,12.239955,bad
7741.101563,96.161011,10.268077,bad
11241.80957,92.664619,8.064579,bad
16325.61914,88.361237,5.142753,bad
23708.44727,82.373665,0.034733,bad
34429.96484,75.174805,-9.967761,bad
50000,68.844231,-27.653652,bad
1,261.704926,108.996704,bad
1.452223,240.586777,89.133492,bad
2.108953,224.698303,71.201408,bad
3.062671,213.823532,57.70237,bad
4.447683,205.573227,48.026108,bad
6.459029,198.547623,41.330727,bad
9.379953,191.979401,37.055267,bad
13.621789,185.290451,34.273052,bad
19.781881,178.428375,32.420586,bad
28.727713,171.329895,30.895969,bad
41.719059,164.276611,29.3626,bad
60.585392,157.528214,27.680523,bad
87.983528,151.296265,25.99329,bad
127.771744,145.574402,24.516027,bad
185.553131,140.095169,23.219633,bad
269.4646,134.971527,22.094851,bad
391.322815,129.945953,21.134373,bad
568.288208,125.011841,20.204781,bad
825.281433,120.270172,19.196072,bad
1198.493042,115.652298,18.146675,bad
1740.479736,111.264694,16.978945,bad
2527.56543,107.099724,15.632002,bad
3670.589844,103.167816,14.062696,bad
5330.516602,99.489136,12.225282,bad
7741.101563,96.043655,10.210006,bad
11241.80957,92.466248,7.878554,bad
16325.61914,88.108467,4.713964,bad
23708.44727,82.262344,-0.80133,bad
34429.96484,75.53109,-11.215924,bad
50000,70.00795,-28.892639,bad
1,238.747742,126.918877,bad
1.452223,178.353775,82.075775,bad
2.108953,165.916031,64.143135,bad
3.062671,157.387207,51.399368,bad
4.447683,150.769226,42.548607,bad
6.459029,144.785278,36.537109,bad
9.379953,139.000534,32.61422,bad
13.621789,133.057602,29.965473,bad
19.781881,126.901497,27.943207,bad
28.727713,120.723724,26.032179,bad
41.719059,114.810394,23.982887,bad
60.585392,109.457039,21.799744,bad
87.983528,104.768517,19.735657,bad
127.771744,100.683914,17.95862,bad
185.553131,96.926628,16.39291,bad
269.4646,93.295769,15.145265,bad
391.322815,89.94577,13.960272,bad
568.288208,86.642433,12.75989,bad
825.281433,83.52153,11.47966,bad
1198.493042,80.601273,10.043276,bad
1740.479736,78.06739,8.27802,bad
2527.56543,75.73719,6.252592,bad
3670.589844,73.736183,3.761188,bad
5330.516602,72.044754,0.753383,bad
7741.101563,70.782234,-2.999412,bad
11241.80957,69.644173,-7.634613,bad
16325.61914,68.167839,-13.79136,bad
23708.44727,65.872467,-23.189072,bad
34429.96484,63.422417,-38.428261,bad
50000,62.918236,-62.151276,bad
1,238.515442,126.655052,bad
1.452223,178.229004,82.042381,bad
2.108953,165.759872,64.083473,bad
3.062671,157.268738,51.356064,bad
4.447683,150.652939,42.50061,bad
6.459029,144.686752,36.487652,bad
9.379953,138.911484,32.559818,bad
13.621789,132.976196,29.919321,bad
19.781881,126.843979,27.895105,bad
28.727713,120.682182,25.992867,bad
41.719059,114.780106,23.949997,bad
60.585392,109.42894,21.779718,bad
87.983528,104.743301,19.721849,bad
127.771744,100.631973,17.954927,bad
185.553131,96.941231,16.364502,bad
269.4646,93.306221,15.132006,bad
391.322815,89.912239,13.933481,bad
568.288208,86.608788,12.777003,bad
825.281433,83.526184,11.457578,bad
1198.493042,80.599701,10.030406,bad
1740.479736,78.062317,8.298704,bad
2527.56543,75.719902,6.25491,bad
3670.589844,73.704453,3.757376,bad
5330.516602,72.022041,0.749365,bad
7741.101563,70.722107,-3.00377,bad
11241.80957,69.602966,-7.655618,bad
16325.61914,68.102737,-13.859521,bad
23708.44727,65.847054,-23.301828,bad
34429.96484,63.498299,-38.619957,bad
50000,63.100422,-62.380783,bad
1,238.318771,126.548744,bad
1.452223,178.074936,81.880501,bad
2.108953,165.729492,64.066345,bad
3.062671,157.207016,51.325851,bad
4.447683,150.607925,42.477833,bad
6.459029,144.632233,36.46954,bad
9.379953,138.871521,32.537823,bad
13.621789,132.952759,29.895002,bad
19.781881,126.820114,27.875957,bad
28.727713,120.665504,25.971445,bad
41.719059,114.758125,23.932972,bad
60.585392,109.412018,21.764942,bad
87.983528,104.728989,19.709583,bad
127.771744,100.592873,17.940268,bad
185.553131,96.897011,16.315594,bad
269.4646,93.284622,15.132594,bad
391.322815,89.920967,13.935295,bad
568.288208,86.60981,12.757455,bad
825.281433,83.50322,11.468189,bad
1198.493042,80.612,10.041965,bad
1740.479736,78.054848,8.269284,bad
2527.56543,75.719246,6.2439,bad
3670.589844,73.724533,3.761117,bad
5330.516602,72.042503,0.74967,bad
7741.101563,70.75145,-2.990029,bad
11241.80957,69.638039,-7.615659,bad
16325.61914,68.157951,-13.776894,bad
23708.44727,65.8563,-23.156546,bad
34429.96484,63.358162,-38.403091,bad
50000,62.929554,-62.075729,bad
1,238.387894,126.447388,bad
1.452223,178.093796,81.818176,bad
2.108953,165.588501,64.006599,bad
3.062671,157.073181,51.276619,bad
4.447683,150.45784,42.412754,bad
6.459029,144.494232,36.399433,bad
9.379953,138.749008,32.46114,bad
13.621789,132.849915,29.822218,bad
19.781881,126.737999,27.802256,bad
28.727713,120.601234,25.9139,bad
41.719059,114.713692,23.887861,bad
60.585392,109.371826,21.730715,bad
87.983528,104.692245,19.679455,bad
127.771744,100.629425,17.922523,bad
185.553131,96.856499,16.346668,bad
269.4646,93.243019,15.114263,bad
391.322815,89.888115,13.925791,bad
568.288208,86.581253,12.750453,bad
825.281433,83.489204,11.456357,bad
1198.493042,80.590866,10.029307,bad
1740.479736,78.039124,8.291875,bad
2527.56543,75.70945,6.257666,bad
3670.589844,73.69912,3.77343,bad
5330.516602,72.018753,0.769096,bad
7741.101563,70.733055,-2.968373,bad
11241.80957,69.609917,-7.580081,bad
16325.61914,68.106483,-13.749445,bad
23708.44727,65.827003,-23.148052,bad
34429.96484,63.412064,-38.440678,bad
50000,63.129204,-62.198799,bad
1,238.414597,126.124886,bad
1.452223,177.99588,81.83741,bad
2.108953,165.48671,63.989891,bad
3.062671,156.972153,51.237011,bad
4.447683,150.391068,42.389378,bad
6.459029,144.448166,36.372459,bad
9.379953,138.704514,32.43502,bad
13.621789,132.808426,29.788357,bad
19.781881,126.705757,27.786201,bad
28.727713,120.57283,25.887812,bad
41.719059,114.695419,23.867706,bad
60.585392,109.363113,21.712978,bad
87.983528,104.681137,19.672985,bad
127.771744,100.592407,17.901352,bad
185.553131,96.871223,16.324745,bad
269.4646,93.248978,15.09464,bad
391.322815,89.886734,13.891217,bad
568.288208,86.575531,12.763779,bad
825.281433,83.498184,11.459937,bad
1198.493042,80.581497,10.023921,bad
1740.479736,78.042068,8.271573,bad
2527.56543,75.709335,6.248747,bad
3670.589844,73.695877,3.77703,bad
5330.516602,72.001228,0.756874,bad
7741.101563,70.722221,-2.979115,bad
11241.80957,69.581963,-7.614414,bad
16325.61914,68.078178,-13.857179,bad
23708.44727,65.824646,-23.315323,bad
34429.96484,63.500553,-38.67025,bad
50000,63.346325,-62.432777,bad
1,238.118332,125.828377,bad
1.452223,177.689667,81.786545,bad
2.108953,165.345505,63.897686,bad
3.062671,156.846313,51.17017,bad
4.447683,150.247177,42.319519,bad
6.459029,144.310135,36.30019,bad
9.379953,138.590317,32.35146,bad
13.621789,132.707413,29.711103,bad
19.781881,126.620544,27.704134,bad
28.727713,120.50074,25.822765,bad
41.719059,114.642693,23.806726,bad
60.585392,109.30954,21.667345,bad
87.983528,104.636063,19.63233,bad
127.771744,100.53569,17.860958,bad
185.553131,96.84523,16.323086,bad
269.4646,93.173111,15.088055,bad
391.322815,89.858215,13.881538,bad
568.288208,86.550308,12.702446,bad
825.281433,83.460449,11.424074,bad
1198.493042,80.585266,10.019107,bad
1740.479736,78.035309,8.270588,bad
2527.56543,75.700531,6.257778,bad
3670.589844,73.685303,3.797473,bad
5330.516602,71.975319,0.797883,bad
7741.101563,70.676231,-2.926517,bad
11241.80957,69.52124,-7.581473,bad
16325.61914,67.998627,-13.840571,bad
23708.44727,65.808495,-23.360708,bad
34429.96484,63.685596,-38.660397,bad
50000,63.68758,-62.126476,bad
1,237.991028,126.023819,bad
1.452223,177.546555,81.618454,bad
2.108953,165.05249,63.743633,bad
3.062671,156.487793,51.014404,bad
4.447683,149.912964,42.167969,bad
6.459029,143.998886,36.132725,bad
9.379953,138.319061,32.192783,bad
13.621789,132.485992,29.558002,bad
19.781881,126.453445,27.570114,bad
28.727713,120.379303,25.710899,bad
41.719059,114.538589,23.717966,bad
60.585392,109.227119,21.59963,bad
87.983528,104.564919,19.58087,bad
127.771744,100.470566,17.84013,bad
185.553131,96.782829,16.229092,bad
269.4646,93.163116,15.03859,bad
391.322815,89.814209,13.863823,bad
568.288208,86.509712,12.67449,bad
825.281433,83.415039,11.425733,bad
1198.493042,80.537346,10.001013,bad
1740.479736,77.999184,8.252894,bad
2527.56543,75.663643,6.245129,bad
3670.589844,73.655579,3.792873,bad
5330.516602,71.919029,0.763467,bad
7741.101563,70.603439,-3.00787,bad
11241.80957,69.412422,-7.693327,bad
16325.61914,67.929977,-14.063907,bad
23708.44727,65.85141,-23.728109,bad
34429.96484,63.921581,-39.074032,bad
50000,64.169769,-62.350201,bad
1,237.905426,125.68425,bad
1.452223,177.297287,81.365448,bad
2.108953,164.816299,63.686607,bad
3.062671,156.346985,50.952442,bad
4.447683,149.759171,42.081463,bad
6.459029,143.893906,36.08559,bad
9.379953,138.230392,32.147026,bad
13.621789,132.415054,29.506762,bad
19.781881,126.396156,27.524164,bad
28.727713,120.334923,25.667662,bad
41.719059,114.505089,23.690315,bad
60.585392,109.197708,21.58239,bad
87.983528,104.541611,19.565996,bad
127.771744,100.433334,17.801662,bad
185.553131,96.748428,16.240576,bad
269.4646,93.133209,15.05238,bad
391.322815,89.772644,13.852504,bad
568.288208,86.494232,12.668894,bad
825.281433,83.41198,11.415144,bad
1198.493042,80.536819,9.996723,bad
1740.479736,77.99836,8.272815,bad
2527.56543,75.649765,6.226416,bad
3670.589844,73.645134,3.789994,bad
5330.516602,71.956284,0.778975,bad
7741.101563,70.656113,-2.946462,bad
11241.80957,69.496086,-7.595242,bad
16325.61914,67.997566,-13.851738,bad
23708.44727,65.823875,-23.353395,bad
34429.96484,63.720291,-38.599865,bad
50000,63.689339,-61.993462,bad
1,237.64859,125.706169,bad
1.452223,177.299103,81.467262,bad
2.108953,164.766068,63.609016,bad
3.062671,156.213867,50.922661,bad
4.447683,149.719223,42.069168,bad
6.459029,143.83902,36.052349,bad
9.379953,138.177292,32.1213,bad
13.621789,132.376511,29.483532,bad
19.781881,126.369667,27.500952,bad
28.727713,120.318604,25.64838,bad
41.719059,114.493652,23.670742,bad
60.585392,109.182098,21.564827,bad
87.983528,104.527306,19.553734,bad
127.771744,100.459862,17.848909,bad
185.553131,96.734581,16.195404,bad
269.4646,93.141624,15.043502,bad
391.322815,89.772202,13.841701,bad
568.288208,86.503235,12.674867,bad
825.281433,83.4179,11.408138,bad
1198.493042,80.527458,9.991337,bad
1740.479736,77.978279,8.258837,bad
2527.56543,75.641518,6.23754,bad
3670.589844,73.628365,3.770993,bad
5330.516602,71.888512,0.759106,bad
7741.101563,70.5541,-3.013816,bad
11241.80957,69.368744,-7.751651,bad
16325.61914,67.883804,-14.169936,bad
23708.44727,65.830162,-23.905777,bad
34429.96484,63.981098,-39.300491,bad
50000,64.350288,-62.575676,bad
1,237.632248,125.533974,bad
1.452223,177.19429,81.414871,bad
2.108953,164.733429,63.578915,bad
3.062671,156.212845,50.894558,bad
4.447683,149.688553,42.064877,bad
6.459029,143.80864,36.048775,bad
9.379953,138.152451,32.098618,bad
13.621789,132.360474,29.471684,bad
19.781881,126.350105,27.481329,bad
28.727713,120.302643,25.631233,bad
41.719059,114.480553,23.662741,bad
60.585392,109.178391,21.554562,bad
87.983528,104.521118,19.547071,bad
127.771744,100.433121,17.784365,bad
185.553131,96.765274,16.216448,bad
269.4646,93.143784,15.043442,bad
391.322815,89.790619,13.869098,bad
568.288208,86.515434,12.661165,bad
825.281433,83.423447,11.396826,bad
1198.493042,80.530121,9.995363,bad
1740.479736,77.971283,8.268877,bad
2527.56543,75.653625,6.241058,bad
3670.589844,73.638359,3.778694,bad
5330.516602,71.931335,0.77124,bad
7741.101563,70.595772,-3.000132,bad
11241.80957,69.396187,-7.705482,bad
16325.61914,67.907104,-14.091023,bad
23708.44727,65.813568,-23.80195,bad
34429.96484,63.916798,-39.1353,bad
50000,64.160934,-62.540478,bad
1,114.281311,6.385449,good
1.452223,113.255219,8.286859,good
2.108953,111.462128,10.997557,good
3.062671,108.632919,14.103551,good
4.447683,104.541847,17.135448,good
6.459029,99.086334,19.512157,good
9.379953,92.961601,20.709436,good
13.621789,86.842545,20.812141,good
19.781881,81.140274,20.173861,good
28.727713,75.840096,19.075676,good
41.719059,71.017464,17.5798,good
60.585392,66.807182,15.810126,good
87.983528,63.242836,13.963957,good
127.771744,60.235672,12.182629,good
185.553131,57.720226,10.679961,good
269.4646,55.525352,9.326651,good
391.322815,53.518326,8.046104,good
568.288208,51.745777,6.883507,good
825.281433,50.168102,5.642136,good
1198.493042,48.713703,4.301468,good
1740.479736,47.432755,2.758927,good
2527.56543,46.326263,0.865523,good
3670.589844,45.466896,-1.539066,good
5330.516602,44.999767,-4.630636,good
7741.101563,44.97118,-8.535435,good
11241.80957,45.379341,-13.359508,good
16325.61914,45.694042,-19.404081,good
23708.44727,45.131664,-27.884848,good
34429.96484,43.292419,-41.534412,good
50000,41.49754,-64.61528,good
1,114.509216,6.236147,good
1.452223,113.247696,8.327789,good
2.108953,111.462112,10.995394,good
3.062671,108.628784,14.049582,good
4.447683,104.49588,17.09972,good
6.459029,99.046242,19.465565,good
9.379953,92.9189,20.674564,good
13.621789,86.814484,20.783812,good
19.781881,81.115929,20.150414,good
28.727713,75.82486,19.049627,good
41.719059,71.007629,17.557602,good
60.585392,66.795837,15.797975,good
87.983528,63.236641,13.957292,good
127.771744,60.246693,12.199778,good
185.553131,57.748871,10.709713,good
269.4646,55.509693,9.307611,good
391.322815,53.518414,8.048264,good
568.288208,51.747818,6.881226,good
825.281433,50.153542,5.623838,good
1198.493042,48.708885,4.297707,good
1740.479736,47.446854,2.776172,good
2527.56543,46.331985,0.86177,good
3670.589844,45.462448,-1.532656,good
5330.516602,45.012424,-4.630701,good
7741.101563,44.997547,-8.512512,good
11241.80957,45.38913,-13.316595,good
16325.61914,45.722988,-19.341597,good
23708.44727,45.178326,-27.79192,good
34429.96484,43.333893,-41.357479,good
50000,41.420212,-64.388199,good
1,114.347694,6.32644,good
1.452223,113.263382,8.306541,good
2.108953,111.40361,10.978423,good
3.062671,108.569862,14.036584,good
4.447683,104.457176,17.074314,good
6.459029,99.017807,19.453291,good
9.379953,92.911926,20.664055,good
13.621789,86.804291,20.762863,good
19.781881,81.104721,20.127695,good
28.727713,75.816704,19.039986,good
41.719059,71.001877,17.552292,good
60.585392,66.797722,15.790335,good
87.983528,63.234512,13.953428,good
127.771744,60.230808,12.139471,good
185.553131,57.703442,10.708379,good
269.4646,55.503265,9.309951,good
391.322815,53.534908,8.028141,good
568.288208,51.752377,6.885292,good
825.281433,50.154633,5.636765,good
1198.493042,48.70163,4.309493,good
1740.479736,47.442425,2.763782,good
2527.56543,46.344219,0.874194,good
3670.589844,45.493816,-1.535725,good
5330.516602,45.055363,-4.605983,good
7741.101563,45.057781,-8.496002,good
11241.80957,45.52562,-13.282265,good
16325.61914,45.969933,-19.177269,good
23708.44727,45.56707,-27.381823,good
34429.96484,43.807526,-40.376221,good
50000,41.454235,-62.405067,good
1,114.212509,6.485538,good
1.452223,113.092804,8.204862,good
2.108953,111.32972,10.922601,good
3.062671,108.510086,13.999804,good
4.447683,104.137894,16.889118,good
6.459029,98.964859,19.411341,good
9.379953,92.864319,20.616419,good
13.621789,86.773453,20.726061,good
19.781881,81.081818,20.097555,good
28.727713,75.795067,19.014984,good
41.719059,70.986214,17.533737,good
60.585392,66.785645,15.776129,good
87.983528,63.219131,13.939232,good
127.771744,60.259628,12.197454,good
185.553131,57.726711,10.679843,good
269.4646,55.515236,9.272857,good
391.322815,53.505283,8.044464,good
568.288208,51.733994,6.866867,good
825.281433,50.147987,5.635155,good
1198.493042,48.701393,4.289917,good
1740.479736,47.428715,2.748666,good
2527.56543,46.327797,0.862878,good
3670.589844,45.460857,-1.536683,good
5330.516602,44.987175,-4.617911,good
7741.101563,44.935741,-8.533635,good
11241.80957,45.268063,-13.358505,good
16325.61914,45.512321,-19.459988,good
23708.44727,44.839935,-28.149223,good
34429.96484,42.978191,-42.198433,good
50000,41.635765,-65.845856,good
1,114.293526,6.104136,good
1.452223,112.999794,8.202523,good
2.108953,111.230042,10.892887,good
3.062671,108.412827,13.944912,good
4.447683,104.30925,16.978701,good
6.459029,98.898453,19.350256,good
9.379953,92.816887,20.573101,good
13.621789,86.735504,20.681097,good
19.781881,81.05175,20.061672,good
28.727713,75.782715,18.979689,good
41.719059,70.974854,17.505207,good
60.585392,66.776924,15.758388,good
87.983528,63.218735,13.929375,good
127.771744,60.212261,12.211015,good
185.553131,57.72612,10.647418,good
269.4646,55.491467,9.273505,good
391.322815,53.500618,8.036002,good
568.288208,51.723206,6.86749,good
825.281433,50.134331,5.627629,good
1198.493042,48.703011,4.285362,good
1740.479736,47.433525,2.763186,good
2527.56543,46.32349,0.855067,good
3670.589844,45.43882,-1.551257,good
5330.516602,44.9771,-4.621954,good
7741.101563,44.901814,-8.536468,good
11241.80957,45.219383,-13.389839,good
16325.61914,45.385704,-19.550854,good
23708.44727,44.641373,-28.388845,good
34429.96484,42.81731,-42.778069,good
50000,41.866074,-66.787575,good
1,114.75592,6.683858,good
1.452223,113.557541,8.758471,good
2.108953,111.589691,11.624547,good
3.062671,108.611046,14.863615,good
4.447683,104.275063,18.088755,good
6.459029,98.524681,20.654573,good
9.379953,92.037926,21.979057,good
13.621789,85.499329,22.152855,good
19.781881,79.336372,21.461103,good
28.727713,73.63089,20.184954,good
41.719059,68.542885,18.428385,good
60.585392,64.186455,16.414085,good
87.983528,60.563953,14.3939,good
127.771744,57.608242,12.508562,good
185.553131,55.046516,10.926939,good
269.4646,52.859325,9.533577,good
391.322815,50.881874,8.326046,good
568.288208,49.058826,7.173056,good
825.281433,47.433071,6.095308,good
1198.493042,45.989895,4.929751,good
1740.479736,44.719482,3.62638,good
2527.56543,43.607296,2.094186,good
3670.589844,42.732769,0.223391,good
5330.516602,42.271915,-2.087464,good
7741.101563,42.247234,-4.87399,good
11241.80957,42.675339,-8.020679,good
16325.61914,43.045357,-11.564028,good
23708.44727,42.498882,-16.211792,good
34429.96484,40.166767,-23.923634,good
50000,36.310326,-38.254299,good
1,114.847992,6.556919,good
1.452223,113.455261,8.779715,good
2.108953,111.557068,11.592278,good
3.062671,108.577454,14.832373,good
4.447683,104.247452,18.066889,good
6.459029,98.504753,20.635599,good
9.379953,92.021729,21.955982,good
13.621789,85.492233,22.144693,good
19.781881,79.329926,21.461813,good
28.727713,73.628754,20.185303,good
41.719059,68.535019,18.423586,good
60.585392,64.178238,16.417046,good
87.983528,60.560089,14.396029,good
127.771744,57.557148,12.571933,good
185.553131,55.070377,10.93082,good
269.4646,52.879845,9.571956,good
391.322815,50.865112,8.339703,good
568.288208,49.091812,7.218771,good
825.281433,47.451912,6.087208,good
1198.493042,45.996597,4.931103,good
1740.479736,44.703426,3.622679,good
2527.56543,43.59586,2.101694,good
3670.589844,42.707428,0.224078,good
5330.516602,42.231949,-2.111446,good
7741.101563,42.170006,-4.895012,good
11241.80957,42.539772,-8.078692,good
16325.61914,42.849167,-11.695237,good
23708.44727,42.112629,-16.542465,good
34429.96484,39.622829,-24.737675,good
50000,35.904167,-39.932842,good
1,114.398529,6.673708,good
1.452223,113.523994,8.71433,good
2.108953,111.645653,11.572311,good
3.062671,108.606491,14.857287,good
4.447683,104.296791,18.089355,good
6.459029,98.544403,20.6649,good
9.379953,92.049805,22.002327,good
13.621789,85.508888,22.165173,good
19.781881,79.340424,21.478075,good
28.727713,73.635468,20.199572,good
41.719059,68.535461,18.434647,good
60.585392,64.18251,16.422466,good
87.983528,60.56115,14.397961,good
127.771744,57.594883,12.478456,good
185.553131,55.064339,10.954721,good
269.4646,52.849167,9.557652,good
391.322815,50.875656,8.332788,good
568.288208,49.066563,7.194261,good
825.281433,47.4426,6.105348,good
1198.493042,45.993923,4.927077,good
1740.479736,44.700321,3.629833,good
2527.56543,43.585827,2.097635,good
3670.589844,42.717873,0.22694,good
5330.516602,42.214119,-2.103155,good
7741.101563,42.17009,-4.88268,good
11241.80957,42.539097,-8.071767,good
16325.61914,42.826149,-11.69966,good
23708.44727,42.088375,-16.578907,good
34429.96484,39.56789,-24.770699,good
50000,35.805042,-40.113522,good
1,114.667,6.57232,good
1.452223,113.597252,8.729161,good
2.108953,111.61972,11.578947,good
3.062671,108.645561,14.860192,good
4.447683,104.303894,18.097519,good
6.459029,98.540146,20.667168,good
9.379953,92.047256,21.993788,good
13.621789,85.506729,22.165329,good
19.781881,79.344254,21.473301,good
28.727713,73.630501,20.195992,good
41.719059,68.54129,18.431005,good
60.585392,64.192947,16.425663,good
87.983528,60.558159,14.397095,good
127.771744,57.623768,12.53864,good
185.553131,55.033504,10.925019,good
269.4646,52.86039,9.572489,good
391.322815,50.901318,8.325265,good
568.288208,49.057549,7.18829,good
825.281433,47.450848,6.100312,good
1198.493042,45.992012,4.946918,good
1740.479736,44.733788,3.632593,good
2527.56543,43.597267,2.090129,good
3670.589844,42.721848,0.237014,good
5330.516602,42.255478,-2.097799,good
7741.101563,42.217934,-4.875319,good
11241.80957,42.61528,-8.064313,good
16325.61914,42.996044,-11.649277,good
23708.44727,42.372368,-16.352083,good
34429.96484,39.994724,-24.210743,good
50000,36.116508,-38.88559,good
1,114.640938,6.646726,good
1.452223,113.475327,8.669806,good
2.108953,111.554871,11.585799,good
3.062671,108.59623,14.872813,good
4.447683,104.264854,18.067801,good
6.459029,98.520096,20.643871,good
9.379953,92.029083,21.975128,good
13.621789,85.490379,22.149162,good
19.781881,79.332321,21.463724,good
28.727713,73.622688,20.188488,good
41.719059,68.533424,18.426205,good
60.585392,64.177498,16.414991,good
87.983528,60.558826,14.389168,good
127.771744,57.586922,12.532624,good
185.553131,55.037827,10.924938,good
269.4646,52.840816,9.568699,good
391.322815,50.884903,8.347564,good
568.288208,49.079132,7.187029,good
825.281433,47.426613,6.095854,good
1198.493042,45.984547,4.921699,good
1740.479736,44.702621,3.642605,good
2527.56543,43.586384,2.099726,good
3670.589844,42.72031,0.221322,good
5330.516602,42.234455,-2.128214,good
7741.101563,42.191296,-4.93525,good
11241.80957,42.59481,-8.148122,good
16325.61914,42.968151,-11.745737,good
23708.44727,42.402805,-16.527071,good
34429.96484,40.065887,-24.43063,good
50000,36.281319,-39.106705,good
1,114.529129,6.592426,good
1.452223,113.445786,8.725352,good
2.108953,111.567841,11.585728,good
3.062671,108.52462,14.808324,good
4.447683,104.208412,18.03717,good
6.459029,98.484444,20.601496,good
9.379953,91.995026,21.939877,good
13.621789,85.4711,22.122372,good
19.781881,79.312508,21.441957,good
28.727713,73.613129,20.170294,good
41.719059,68.523521,18.41296,good
60.585392,64.170258,16.40136,good
87.983528,60.550701,14.38357,good
127.771744,57.623936,12.551615,good
185.553131,55.018246,10.918817,good
269.4646,52.846943,9.555551,good
391.322815,50.864498,8.32458,good
568.288208,49.065662,7.215968,good
825.281433,47.435589,6.099433,good
1198.493042,45.974083,4.925167,good
1740.479736,44.693764,3.617827,good
2527.56543,43.575798,2.093576,good
3670.589844,42.68898,0.212732,good
5330.516602,42.169968,-2.142378,good
7741.101563,42.077042,-4.959088,good
11241.80957,42.380161,-8.212477,good
16325.61914,42.550335,-11.992021,good
23708.44727,41.682518,-17.155674,good
34429.96484,39.123299,-26.048559,good
50000,35.970867,-42.394245,good
1,179.041397,14.798619,good
1.452223,175.545563,19.30372,good
2.108953,169.960236,24.592089,good
3.062671,162.17952,29.218651,good
4.447683,152.602463,32.100243,good
6.459029,142.487015,32.666862,good
9.379953,133.316986,31.423368,good
13.621789,125.433624,29.567194,good
19.781881,118.472305,27.746084,good
28.727713,111.891068,26.032463,good
41.719059,105.691803,24.173759,good
60.585392,99.994881,22.102911,good
87.983528,94.977715,19.896429,good
127.771744,90.682198,17.747671,good
185.553131,86.820717,15.83217,good
269.4646,83.605888,14.105636,good
391.322815,80.572784,12.562484,good
568.288208,77.807846,11.10287,good
825.281433,75.392769,9.729633,good
1198.493042,73.161545,8.30494,good
1740.479736,71.212349,6.864057,good
2527.56543,69.46331,5.227619,good
3670.589844,67.989983,3.311496,good
5330.516602,66.958145,1.057006,good
7741.101563,66.461281,-1.554705,good
11241.80957,66.542992,-4.395538,good
16325.61914,66.828194,-7.266157,good
23708.44727,66.419426,-10.504342,good
34429.96484,64.260872,-15.513613,good
50000,59.74152,-25.178259,good
1,178.61467,14.706616,good
1.452223,175.203842,19.204287,good
2.108953,169.66954,24.444521,good
3.062671,162.040298,29.141489,good
4.447683,152.510513,32.028786,good
6.459029,142.416351,32.608036,good
9.379953,133.272415,31.395081,good
13.621789,125.380722,29.525482,good
19.781881,118.387245,27.724949,good
28.727713,111.860863,26.008862,good
41.719059,105.66713,24.164095,good
60.585392,99.977379,22.092979,good
87.983528,94.957603,19.887363,good
127.771744,90.649887,17.756718,good
185.553131,86.811363,15.793455,good
269.4646,83.603493,14.097049,good
391.322815,80.568108,12.554015,good
568.288208,77.820671,11.099959,good
825.281433,75.390617,9.729815,good
1198.493042,73.168541,8.291009,good
1740.479736,71.186035,6.864393,good
2527.56543,69.457336,5.213529,good
3670.589844,67.98468,3.327553,good
5330.516602,66.934624,1.043359,good
7741.101563,66.461212,-1.563954,good
11241.80957,66.532509,-4.409853,good
16325.61914,66.810318,-7.264335,good
23708.44727,66.384933,-10.521752,good
34429.96484,64.199142,-15.563258,good
50000,59.703152,-25.242918,good
1,178.4478,14.551495,good
1.452223,175.40831,19.077318,good
2.108953,169.702011,24.448658,good
3.062671,162.000198,29.110489,good
4.447683,152.473175,31.992435,good
6.459029,142.394409,32.595592,good
9.379953,133.252106,31.376516,good
13.621789,125.380882,29.527641,good
19.781881,118.380798,27.72566,good
28.727713,111.854843,25.998873,good
41.719059,105.658234,24.155071,good
60.585392,99.968254,22.08699,good
87.983528,94.953537,19.884562,good
127.771744,90.640884,17.728722,good
