Freq,Real,image,Type
185.553131,86.82457,15.806174,good
269.4646,83.566566,14.091577,good
391.322815,80.577187,12.564473,good
568.288208,77.799339,11.105529,good
825.281433,75.396713,9.724962,good
1198.493042,73.172272,8.303617,good
1740.479736,71.181229,6.849876,good
2527.56543,69.418457,5.210397,good
3670.589844,67.93338,3.291935,good
5330.516602,66.828552,1.044297,good
7741.101563,66.208046,-1.608396,good
11241.80957,66.058456,-4.546547,good
16325.61914,65.856728,-7.762863,good
23708.44727,64.688339,-11.91916,good
34429.96484,61.904144,-19.067936,good
50000,58.298214,-32.63356,good
1,125.319412,10.364573,good
1.452223,123.313965,13.813246,good
2.108953,119.416214,17.749136,good
3.062671,113.87088,21.27956,good
4.447683,106.95697,23.6369,good
6.459029,99.534042,24.30637,good
9.379953,92.652023,23.677271,good
13.621789,86.654411,22.533493,good
19.781881,81.203827,21.37067,good
28.727713,76.059189,20.208103,good
41.719059,71.154282,18.847113,good
60.585392,66.6567,17.250336,good
87.983528,62.714993,15.520104,good
127.771744,59.286678,13.878783,good
185.553131,56.425613,12.379185,good
269.4646,53.82642,11.096815,good
391.322815,51.468361,9.905066,good
568.288208,49.317219,8.80992,good
825.281433,47.393028,7.777317,good
1198.493042,45.614235,6.724702,good
1740.479736,44.055851,5.638957,good
2527.56543,42.662552,4.450647,good
3670.589844,41.547218,3.076407,good
5330.516602,40.739113,1.53191,good
7741.101563,40.424377,-0.153053,good
11241.80957,40.464081,-1.719606,good
16325.61914,40.390789,-3.018096,good
23708.44727,39.2276,-4.38758,good
34429.96484,35.886044,-7.397,good
50000,30.290085,-15.181632,good
1,125.478218,10.43024,good
1.452223,123.268471,13.814272,good
2.108953,119.342484,17.717093,good
3.062671,113.830551,21.242077,good
4.447683,106.922577,23.611183,good
6.459029,99.507408,24.27891,good
9.379953,92.631111,23.645746,good
13.621789,86.630966,22.509163,good
19.781881,81.182816,21.357742,good
28.727713,76.044617,20.199509,good
41.719059,71.143288,18.8386,good
60.585392,66.652252,17.238016,good
87.983528,62.707932,15.516439,good
127.771744,59.303593,13.848315,good
185.553131,56.429333,12.346682,good
269.4646,53.825886,11.077366,good
391.322815,51.501717,9.927535,good
568.288208,49.311768,8.790751,good
825.281433,47.366631,7.773027,good
1198.493042,45.619057,6.728465,good
1740.479736,44.04525,5.616692,good
2527.56543,42.683342,4.436193,good
3670.589844,41.575317,3.088608,good
5330.516602,40.814457,1.559786,good
7741.101563,40.503506,-0.087353,good
11241.80957,40.584496,-1.557454,good
16325.61914,40.579124,-2.721412,good
23708.44727,39.476952,-3.862778,good
34429.96484,36.207226,-6.464937,good
50000,30.518684,-13.392046,good
1,125.429901,10.403561,good
1.452223,123.176338,13.775156,good
2.108953,119.314323,17.708591,good
3.062671,113.810707,21.231981,good
4.447683,106.911621,23.609802,good
6.459029,99.514214,24.291721,good
9.379953,92.646912,23.660185,good
13.621789,86.624344,22.507477,good
19.781881,81.180191,21.353674,good
28.727713,76.039642,20.19593,good
41.719059,71.141685,18.841223,good
60.585392,66.644783,17.243029,good
87.983528,62.704067,15.518567,good
127.771744,59.338062,13.83924,good
185.553131,56.421089,12.368456,good
269.4646,53.838314,11.057556,good
391.322815,51.464134,9.907398,good
568.288208,49.299068,8.795823,good
825.281433,47.381718,7.771759,good
1198.493042,45.611263,6.735957,good
1740.479736,44.055088,5.6347,good
2527.56543,42.66993,4.453168,good
3670.589844,41.570122,3.081343,good
5330.516602,40.791798,1.568474,good
7741.101563,40.478863,-0.084084,good
11241.80957,40.506531,-1.560917,good
16325.61914,40.431843,-2.749221,good
23708.44727,39.18758,-4.004339,good
34429.96484,35.780869,-6.914145,good
50000,30.139055,-14.52545,good
1,125.459862,10.596159,good
1.452223,123.255707,13.718682,good
2.108953,119.355453,17.712694,good
3.062671,113.834953,21.244078,good
4.447683,106.938614,23.623041,good
6.459029,99.516434,24.293827,good
9.379953,92.649765,23.675207,good
13.621789,86.649948,22.531647,good
19.781881,81.195702,21.375917,good
28.727713,76.055611,20.213083,good
41.719059,71.147949,18.848644,good
60.585392,66.649048,17.248451,good
87.983528,62.70919,15.523296,good
127.771744,59.37096,13.877742,good
185.553131,56.380062,12.371378,good
269.4646,53.83255,11.08367,good
391.322815,51.470695,9.9093,good
568.288208,49.31493,8.807889,good
825.281433,47.375431,7.774457,good
1198.493042,45.609943,6.725229,good
1740.479736,44.060108,5.63819,good
2527.56543,42.681252,4.436746,good
3670.589844,41.563171,3.105045,good
5330.516602,40.771584,1.547738,good
7741.101563,40.413994,-0.099014,good
11241.80957,40.388401,-1.60398,good
16325.61914,40.163925,-2.875271,good
23708.44727,38.689167,-4.369735,good
34429.96484,35.129013,-7.897071,good
50000,29.783884,-16.55827,good
1,125.749481,10.61308,good
1.452223,123.285828,13.899152,good
2.108953,119.394897,17.805496,good
3.062671,113.792885,21.336525,good
4.447683,106.997993,23.664309,good
6.459029,99.562675,24.327295,good
9.379953,92.693855,23.645077,good
13.621789,86.678589,22.507885,good
19.781881,81.21431,21.406527,good
28.727713,76.06945,20.230577,good
41.719059,71.166298,18.859846,good
60.585392,66.656296,17.262081,good
87.983528,62.727558,15.538361,good
127.771744,59.345291,13.899675,good
185.553131,56.432335,12.392034,good
269.4646,53.828705,11.02322,good
391.322815,51.464565,9.9182,good
568.288208,49.312397,8.80154,good
825.281433,47.374001,7.783257,good
1198.493042,45.61499,6.748568,good
1740.479736,44.059727,5.636062,good
2527.56543,42.674358,4.469901,good
3670.589844,41.558884,3.076462,good
5330.516602,40.763695,1.534753,good
7741.101563,40.423103,-0.117584,good
11241.80957,40.411678,-1.634557,good
16325.61914,40.255161,-2.932,good
23708.44727,38.942829,-4.398278,good
34429.96484,35.486351,-7.685468,good
50000,30.044619,-15.976745,good
1,178.280487,13.264191,good
1.452223,174.923965,18.048904,good
2.108953,170.226349,22.941883,good
3.062671,163.221008,27.582104,good
4.447683,154.303757,30.970913,good
6.459029,144.446548,32.138687,good
9.379953,135.248734,31.838394,good
13.621789,126.783096,30.350828,good
19.781881,119.37574,28.613304,good
28.727713,112.27224,26.90415,good
41.719059,105.676926,24.803133,good
60.585392,99.874161,22.508139,good
87.983528,94.831123,20.01403,good
127.771744,91.17981,17.605143,good
185.553131,86.445358,16.107513,good
269.4646,83.585617,13.86644,good
391.322815,80.648804,12.149728,good
568.288208,77.873566,10.571962,good
825.281433,75.624832,9.151846,good
1198.493042,73.422745,7.535921,good
1740.479736,71.464622,5.813046,good
2527.56543,69.819099,3.803875,good
3670.589844,68.396431,1.326062,good
5330.516602,67.314697,-1.777531,good
7741.101563,66.838669,-5.640725,good
11241.80957,67.025368,-10.36124,good
16325.61914,67.592964,-15.864316,good
23708.44727,67.535011,-22.731903,good
34429.96484,65.817421,-33.041515,good
50000,62.239559,-51.049278,good
1,177.384018,13.386008,good
1.452223,174.595581,17.854601,good
2.108953,169.89003,22.772903,good
3.062671,162.944916,27.490452,good
4.447683,154.13324,30.833551,good
6.459029,144.321014,32.221825,good
9.379953,135.165359,31.76848,good
13.621789,126.600456,30.314148,good
19.781881,119.265686,28.66247,good
28.727713,112.173676,26.878548,good
41.719059,105.679741,24.777872,good
60.585392,99.830032,22.482283,good
87.983528,94.788567,19.98712,good
127.771744,91.129333,17.577608,good
185.553131,86.431412,16.032278,good
269.4646,83.545586,13.826455,good
391.322815,80.580032,12.215193,good
568.288208,77.801857,10.565375,good
825.281433,75.614395,9.131019,good
1198.493042,73.361618,7.534742,good
1740.479736,71.454193,5.803938,good
2527.56543,69.792084,3.786411,good
3670.589844,68.338432,1.344303,good
5330.516602,67.271248,-1.761288,good
7741.101563,66.740189,-5.61843,good
11241.80957,66.87294,-10.332784,good
16325.61914,67.211914,-15.88182,good
23708.44727,66.790733,-23.031195,good
34429.96484,64.694855,-34.168396,good
50000,61.473949,-53.658123,good
1,177.369049,13.419856,good
1.452223,174.398056,17.620293,good
2.108953,169.681656,22.652948,good
3.062671,162.785736,27.398861,good
4.447683,154.03389,30.779993,good
6.459029,144.235214,32.163387,good
9.379953,135.093994,31.724033,good
13.621789,126.597992,30.30999,good
19.781881,119.214287,28.631092,good
28.727713,112.140297,26.848883,good
41.719059,105.648865,24.751839,good
60.585392,99.802666,22.4643,good
87.983528,94.76825,19.973127,good
127.771744,91.127518,17.601576,good
185.553131,86.383461,15.991982,good
269.4646,83.510597,13.812283,good
391.322815,80.565613,12.178995,good
568.288208,77.766388,10.550175,good
825.281433,75.58403,9.131411,good
1198.493042,73.365372,7.529921,good
1740.479736,71.432579,5.781473,good
2527.56543,69.76046,3.776885,good
3670.589844,68.324432,1.326541,good
5330.516602,67.251114,-1.76936,good
7741.101563,66.718567,-5.624437,good
11241.80957,66.784004,-10.338679,good
16325.61914,67.022545,-15.923426,good
23708.44727,66.43692,-23.259403,good
34429.96484,64.233307,-34.860966,good
50000,61.344822,-55.103767,good
1,177.323425,13.345634,good
1.452223,174.308945,17.721928,good
2.108953,169.625381,22.648949,good
3.062671,162.748642,27.391552,good
4.447683,154.011978,30.777243,good
6.459029,144.215591,32.157387,good
9.379953,135.083466,31.731012,good
13.621789,126.589355,30.310616,good
19.781881,119.202332,28.641125,good
28.727713,112.122437,26.86058,good
41.719059,105.638245,24.76335,good
60.585392,99.789032,22.47154,good
87.983528,94.750854,19.982718,good
127.771744,91.063667,17.552475,good
185.553131,86.396736,16.017662,good
269.4646,83.501472,13.795233,good
391.322815,80.547905,12.168884,good
568.288208,77.745995,10.570823,good
825.281433,75.558685,9.114012,good
1198.493042,73.361877,7.536888,good
1740.479736,71.405296,5.788582,good
2527.56543,69.75351,3.767537,good
3670.589844,68.348923,1.335501,good
5330.516602,67.254486,-1.763798,good
7741.101563,66.744919,-5.604592,good
11241.80957,66.865273,-10.261507,good
16325.61914,67.189079,-15.795959,good
23708.44727,66.731102,-22.915564,good
34429.96484,64.553017,-34.07473,good
50000,61.2808,-53.556877,good
1,177.278656,12.993778,good
1.452223,174.47821,17.615805,good
2.108953,169.716354,22.667892,good
3.062671,162.823563,27.42778,good
4.447683,154.076477,30.828983,good
6.459029,144.275421,32.214302,good
9.379953,135.129288,31.785286,good
13.621789,126.619461,30.366987,good
19.781881,119.230988,28.683725,good
28.727713,112.137283,26.897663,good
41.719059,105.640152,24.789698,good
60.585392,99.790855,22.48945,good
87.983528,94.7444,19.993839,good
127.771744,91.064323,17.595995,good
185.553131,86.343079,16.033468,good
269.4646,83.507904,13.792892,good
391.322815,80.553001,12.188149,good
568.288208,77.748016,10.568542,good
825.281433,75.567856,9.11975,good
1198.493042,73.371521,7.544412,good
1740.479736,71.420364,5.799048,good
2527.56543,69.763535,3.771594,good
3670.589844,68.318069,1.310423,good
5330.516602,67.303032,-1.800909,good
7741.101563,66.864494,-5.691777,good
11241.80957,67.214912,-10.418935,good
16325.61914,68.123215,-15.889147,good
23708.44727,68.718613,-22.375063,good
34429.96484,67.885391,-31.543386,good
50000,64.838936,-46.833481,good
1,177.590042,13.38705,good
1.452223,174.605377,17.722849,good
2.108953,169.810165,22.803654,good
3.062671,162.961792,27.537458,good
4.447683,154.189133,30.916294,good
6.459029,144.340012,32.290562,good
9.379953,135.185913,31.839073,good
13.621789,126.660179,30.420425,good
19.781881,119.251022,28.727272,good
28.727713,112.153564,26.930126,good
41.719059,105.648399,24.814514,good
60.585392,99.789871,22.506044,good
87.983528,94.740936,20.005836,good
127.771744,91.04171,17.539747,good
185.553131,86.386337,16.045818,good
269.4646,83.497749,13.816961,good
391.322815,80.52726,12.193499,good
568.288208,77.761063,10.569935,good
825.281433,75.547752,9.138814,good
1198.493042,73.351677,7.5425,good
1740.479736,71.404915,5.786454,good
2527.56543,69.726631,3.758994,good
3670.589844,68.310425,1.308779,good
5330.516602,67.219231,-1.813462,good
7741.101563,66.753349,-5.715623,good
11241.80957,66.977242,-10.51279,good
16325.61914,67.638763,-16.078945,good
23708.44727,67.815033,-22.945023,good
34429.96484,66.351112,-33.056469,good
50000,62.868351,-50.431995,good
1,116.651772,6.883176,good
1.082637,116.499161,7.158077,good
1.172102,116.028976,7.580344,good
1.268961,115.754295,8.143768,good
1.373824,115.630104,8.611971,good
1.487352,115.244843,9.102257,good
1.610262,114.853775,9.628751,good
1.743329,114.361526,10.201093,good
1.887392,114.003899,10.774336,good
2.04336,113.510529,11.427892,good
2.212216,112.962517,12.018372,good
2.395027,112.340691,12.761037,good
2.592944,111.664459,13.423676,good
2.807216,111.008347,14.058931,good
3.039195,110.205101,14.788371,good
3.290344,109.353615,15.466488,good
3.562248,108.391418,16.066307,good
3.85662,107.486488,16.830248,good
4.175319,106.473495,17.456486,good
4.520354,105.39814,18.052307,good
4.893901,104.26593,18.649504,good
5.298317,103.031197,19.187756,good
5.736153,101.799332,19.660824,good
6.210169,100.530518,20.100363,good
6.723358,99.22451,20.463743,good
7.278954,97.891113,20.787786,good
7.880463,96.500038,21.059195,good
8.531678,95.128937,21.24761,good
9.236709,93.795891,21.390352,good
10,92.435616,21.486483,good
1,115.926422,6.765841,good
1.082637,115.94696,7.054001,good
1.172102,115.622238,7.519347,good
1.268961,115.292152,7.875767,good
1.373824,115.075394,8.406978,good
1.487352,114.695335,8.998602,good
1.610262,114.380058,9.478061,good
1.743329,113.988342,10.082635,good
1.887392,113.577972,10.634542,good
2.04336,113.094643,11.270987,good
2.212216,112.539497,11.885795,good
2.395027,111.955345,12.609053,good
2.592944,111.310402,13.260475,good
2.807216,110.634148,13.913754,good
3.039195,109.865761,14.620704,good
3.290344,109.032478,15.298298,good
3.562248,108.0858,15.886921,good
3.85662,107.154671,16.636993,good
4.175319,106.15699,17.258221,good
4.520354,105.076668,17.841772,good
4.893901,103.942398,18.413521,good
5.298317,102.718178,18.943872,good
5.736153,101.485535,19.422421,good
6.210169,100.2202,19.867348,good
6.723358,98.945549,20.224573,good
7.278954,97.624115,20.547199,good
7.880463,96.249405,20.82131,good
8.531678,94.886032,21.014845,good
9.236709,93.553886,21.156462,good
10,92.435616,21.486483,good
1,115.926422,6.765841,good
1.082637,113.188919,7.028373,good
1.172102,114.910934,7.48844,good
1.268961,114.628052,7.862323,good
1.373824,114.405945,8.345799,good
1.487352,114.069656,8.912659,good
1.610262,113.740837,9.389567,good
1.743329,113.379478,9.944489,good
1.887392,112.933563,10.474608,good
2.04336,112.525116,11.107981,good
2.212216,111.940933,11.717982,good
2.395027,111.356308,12.350028,good
2.592944,110.92408,13.007109,good
2.807216,110.075676,13.68076,good
3.039195,109.309158,14.36981,good
3.290344,108.475243,15.027579,good
3.562248,107.541145,15.602713,good
3.85662,106.651093,16.358284,good
4.175319,105.690636,16.989542,good
4.520354,104.644859,17.576479,good
4.893901,103.555084,18.16762,good
5.298317,102.353409,18.709438,good
5.736153,101.150093,19.182264,good
6.210169,99.926933,19.623127,good
6.723358,98.660454,19.998549,good
7.278954,97.349007,20.324169,good
7.880463,95.993034,20.605263,good
8.531678,94.646988,20.825211,good
9.236709,93.333054,20.9606,good
10,91.997002,21.066408,good
1,114.739761,6.573067,good
1.082637,114.7715,6.920323,good
1.172102,114.448074,7.323199,good
1.268961,114.215942,7.706553,good
1.373824,114.027008,8.200202,good
1.487352,113.663795,8.773377,good
1.610262,113.323296,9.246299,good
1.743329,112.937584,9.773402,good
1.887392,112.503372,10.317488,good
2.04336,112.024757,10.916668,good
2.212216,111.484818,11.51214,good
2.395027,110.921371,12.209631,good
2.592944,110.271324,12.837441,good
2.807216,109.630188,13.46403,good
3.039195,108.913567,14.141354,good
3.290344,108.089401,14.814512,good
3.562248,107.155632,15.384066,good
3.85662,106.264961,16.124817,good
4.175319,105.335167,16.75914,good
4.520354,104.301903,17.339329,good
4.893901,103.218437,17.930552,good
5.298317,102.016769,18.476732,good
5.736153,100.841248,18.976204,good
6.210169,99.649139,19.393694,good
6.723358,98.388496,19.778664,good
7.278954,97.089485,20.115805,good
7.880463,95.750244,20.40605,good
8.531678,94.419388,20.596169,good
9.236709,93.122452,20.751293,good
10,91.792374,20.868635,good
1,114.217903,6.459313,good
1.082637,114.257576,6.746611,good
1.172102,113.76815,7.168023,good
1.268961,113.46489,7.525409,good
1.373824,113.244675,8.003555,good
1.487352,112.911842,8.532996,good
1.610262,112.627708,9.031333,good
1.743329,112.221321,9.554104,good
1.887392,111.830994,10.092546,good
2.04336,111.422661,10.712631,good
2.212216,110.935638,11.30279,good
2.395027,110.396553,11.992732,good
2.592944,109.810493,12.63979,good
2.807216,109.20491,13.272696,good
3.039195,108.520103,13.973438,good
3.290344,107.751045,14.649221,good
3.562248,106.888245,15.233053,good
3.85662,106.04892,15.985569,good
4.175319,105.1222,16.619139,good
4.520354,104.116043,17.231581,good
4.893901,103.061424,17.817596,good
5.298317,101.891769,18.364038,good
5.736153,100.728645,18.855078,good
6.210169,99.510666,19.297356,good
6.723358,98.267006,19.684559,good
7.278954,96.978165,20.013218,good
7.880463,95.647141,20.30364,good
8.531678,94.319084,20.52223,good
9.236709,93.014954,20.719255,good
10,91.697815,20.795349,good
1,113.978836,6.470927,good
1.082637,113.99437,6.718009,good
1.172102,113.653374,7.117547,good
1.268961,113.405396,7.495092,good
1.373824,113.223503,7.987763,good
1.487352,112.91124,8.558955,good
1.610262,112.622116,9.106998,good
1.743329,112.2584,9.526345,good
1.887392,111.889442,10.088394,good
2.04336,111.48542,10.714635,good
2.212216,110.970245,11.302485,good
2.395027,110.514381,12.05582,good
2.592944,109.832069,12.637155,good
2.807216,109.193657,13.257867,good
3.039195,108.486748,13.948643,good
3.290344,107.70372,14.605769,good
3.562248,106.807915,15.185158,good
3.85662,105.94751,15.917735,good
4.175319,105.013069,16.541725,good
4.520354,104.000984,17.142462,good
4.893901,102.941605,17.734137,good
5.298317,101.773575,18.272865,good
5.736153,100.616409,18.753408,good
6.210169,99.402649,19.208973,good
6.723358,98.163033,19.598639,good
7.278954,96.882042,19.912329,good
7.880463,95.555367,20.215979,good
8.531678,94.226662,20.428505,good
9.236709,92.935562,20.588558,good
10,91.619476,20.69961,good
1,113.772247,6.339314,good
1.082637,113.709534,6.688303,good
1.172102,113.425804,7.070835,good
1.268961,113.19133,7.428821,good
1.373824,112.937759,7.912083,good
1.487352,112.640633,8.468264,good
1.610262,112.362839,8.949031,good
1.743329,112.009979,9.482723,good
1.887392,111.64296,10.018395,good
2.04336,111.201736,10.630966,good
2.212216,110.714134,11.207382,good
2.395027,110.170128,11.903197,good
2.592944,109.585251,12.530032,good
2.807216,108.982933,13.153489,good
3.039195,108.30146,13.851291,good
3.290344,107.5354,14.517673,good
3.562248,106.661034,15.105989,good
3.85662,105.824493,15.851142,good
4.175319,104.902336,16.473087,good
4.520354,103.886559,17.061974,good
4.893901,102.807953,17.667025,good
5.298317,101.613914,18.156378,good
5.736153,100.528625,18.685875,good
6.210169,99.294693,19.122751,good
6.723358,98.065384,19.506063,good
7.278954,96.789207,19.848116,good
7.880463,95.472839,20.145304,good
8.531678,94.15937,20.368412,good
9.236709,92.87661,20.528395,good
10,91.549316,20.638115,good
1,113.672424,6.053781,good
1.082637,113.59166,6.532612,good
1.172102,113.285843,7.051756,good
1.268961,113.02388,7.39023,good
1.373824,112.945259,7.806201,good
1.487352,112.585388,8.423695,good
1.610262,112.218895,8.88388,good
1.743329,111.895683,9.442617,good
1.887392,111.495972,9.957355,good
2.04336,111.093452,10.59662,good
2.212216,110.640274,11.173417,good
2.395027,110.100174,11.85668,good
2.592944,109.543648,12.507141,good
2.807216,108.960876,13.138968,good
3.039195,108.265854,13.824409,good
3.290344,107.515488,14.507697,good
3.562248,106.65358,15.086884,good
3.85662,105.821968,15.844786,good
4.175319,104.913841,16.483173,good
4.520354,103.936897,17.097301,good
4.893901,102.962425,17.801901,good
5.298317,101.7323,18.260523,good
5.736153,100.5923,18.736567,good
6.210169,99.38707,19.189859,good
6.723358,98.155968,19.577196,good
7.278954,96.884605,19.92523,good
7.880463,95.551041,20.216129,good
8.531678,94.229332,20.441385,good
9.236709,92.949387,20.60743,good
10,91.629181,20.720787,good
1,113.78318,6.337804,good
1.082637,113.839005,6.616809,good
1.172102,113.516144,7.03577,good
1.268961,113.248085,7.415742,good
1.373824,113.045609,7.926138,good
1.487352,112.733482,8.476912,good
1.610262,112.443115,8.937371,good
1.743329,112.081314,9.489935,good
1.887392,111.714348,10.025105,good
2.04336,111.2883,10.637238,good
2.212216,110.796532,11.228293,good
2.395027,110.232719,11.893574,good
2.592944,109.532906,12.80811,good
2.807216,109.130333,13.238027,good
3.039195,108.367088,13.870615,good
3.290344,107.572601,14.526914,good
3.562248,106.711685,15.122912,good
3.85662,105.872879,15.863524,good
4.175319,104.94751,16.500488,good
4.520354,103.971504,17.066538,good
4.893901,102.918434,17.716511,good
5.298317,101.784348,18.270536,good
5.736153,100.60984,18.749207,good
6.210169,99.40255,19.204649,good
6.723358,98.178169,19.598236,good
7.278954,96.893646,19.937935,good
7.880463,95.575272,20.228264,good
8.531678,94.243065,20.460316,good
9.236709,92.958603,20.62001,good
10,91.649582,20.739265,good
1,113.714256,6.402995,good
1.082637,113.837639,6.686157,good
1.172102,113.524223,7.049118,good
1.268961,113.262833,7.427104,good
1.373824,113.120781,7.874251,good
1.487352,112.74823,8.49457,good
1.610262,112.522781,8.962499,good
1.743329,112.18705,9.519133,good
1.887392,111.841881,10.073101,good
2.04336,111.433456,10.69962,good
2.212216,110.952805,11.287495,good
2.395027,110.426773,11.987936,good
2.592944,109.838364,12.628363,good
2.807216,109.213852,13.359007,good
3.039195,108.504128,13.950191,good
3.290344,107.721016,14.605034,good
3.562248,106.827232,15.18202,good
3.85662,105.976212,15.926917,good
4.175319,105.044006,16.550545,good
4.520354,104.038635,17.152695,good
4.893901,102.984558,17.754469,good
5.298317,101.8284,18.32176,good
5.736153,100.669037,18.791332,good
6.210169,99.45533,19.242378,good
6.723358,98.220512,19.644699,good
7.278954,96.931381,19.969225,good
7.880463,95.602562,20.266254,good
8.531678,94.2854,20.491104,good
9.236709,92.988319,20.655493,good
10,91.674622,20.764015,good
1,114.032303,6.302963,good
1.082637,113.988281,6.752407,good
1.172102,113.584961,7.097245,good
1.268961,113.34034,7.438596,good
1.373824,113.146194,7.965961,good
1.487352,112.819923,8.483247,good
1.610262,112.535873,8.956222,good
1.743329,112.141541,9.52733,good
1.887392,111.725128,10.035957,good
2.04336,111.316467,10.650148,good
2.212216,110.822426,11.221575,good
2.395027,110.278572,11.918827,good
2.592944,109.698418,12.560018,good
2.807216,109.100815,13.189091,good
3.039195,108.404755,13.89526,good
3.290344,107.632256,14.554684,good
3.562248,106.755844,15.140165,good
3.85662,105.913246,15.887202,good
4.175319,104.990211,16.523708,good
4.520354,103.98381,17.115528,good
4.893901,102.935684,17.715082,good
5.298317,101.786491,18.268341,good
5.736153,100.618492,18.749043,good
6.210169,99.421913,19.199879,good
6.723358,98.17601,19.598293,good
7.278954,96.904388,19.93544,good
7.880463,95.570953,20.228416,good
8.531678,94.249207,20.451418,good
9.236709,92.955872,20.607141,good
10,91.64904,20.728466,good
1,112.408981,5.785443,good
1.082637,112.093269,6.079368,good
1.172102,111.825272,6.29633,good
1.268961,111.553871,6.934694,good
1.373824,111.327347,7.380666,good
1.487352,110.990654,7.89229,good
1.610262,110.697029,8.387673,good
1.743329,110.391998,8.91216,good
1.887392,110.014549,9.488123,good
2.04336,109.741577,9.837919,good
2.212216,109.249519,10.586451,good
2.395027,108.604134,11.335183,good
2.592944,108.171761,11.837915,good
2.807216,107.513954,12.566437,good
3.039195,106.84549,13.092616,good
3.290344,106.197449,13.769139,good
3.562248,105.433746,14.400623,good
3.85662,104.610825,15.045486,good
4.175319,103.745399,15.655929,good
4.520354,102.80304,16.26132,good
4.893901,101.786446,16.833902,good
5.298317,100.700798,17.420759,good
5.736153,99.611076,17.875957,good
6.210169,98.471298,18.371784,good
6.723358,97.287437,18.786568,good
7.278954,96.068222,19.131218,good
7.880463,94.787369,19.440119,good
8.531678,93.50708,19.677273,good
9.236709,92.250214,19.859253,good
10,90.978607,20.00885,good
1,112.33374,5.770193,good
1.082637,111.861671,6.111493,good
1.172102,111.730263,6.340261,good
1.268961,111.439583,6.919775,good
1.373824,111.183609,7.333208,good
1.487352,110.919487,7.879885,good
1.610262,110.591599,8.349202,good
1.743329,110.280159,8.839691,good
1.887392,109.880638,9.40982,good
2.04336,109.630928,9.788624,good
2.212216,109.134338,10.535552,good
2.395027,108.488739,11.280682,good
2.592944,108.056282,11.801526,good
2.807216,107.412933,12.51084,good
3.039195,106.746033,13.033462,good
3.290344,106.117142,13.714118,good
3.562248,105.37088,14.356118,good
3.85662,104.509392,14.977677,good
4.175319,103.630188,15.585442,good
4.520354,102.710808,16.187876,good
4.893901,101.707756,16.775299,good
5.298317,100.617577,17.352833,good
5.736153,99.54068,17.8146,good
6.210169,98.396393,18.312925,good
6.723358,97.214127,18.71497,good
7.278954,96.003464,19.066143,good
7.880463,94.728989,19.379416,good
8.531678,93.463707,19.620558,good
9.236709,92.200485,19.811678,good
10,90.930489,19.954935,good
1,112.266838,5.835914,good
1.082637,111.856964,5.985395,good
1.172102,111.528542,6.286683,good
1.268961,111.261986,6.857093,good
1.373824,110.997009,7.269353,good
1.487352,110.784058,7.83791,good
1.610262,110.449684,8.292833,good
1.743329,110.124802,8.790617,good
1.887392,109.757484,9.35535,good
2.04336,109.489944,9.737303,good
2.212216,108.982277,10.474167,good
2.395027,108.321022,11.196691,good
2.592944,107.870354,11.710439,good
2.807216,107.213905,12.42984,good
3.039195,106.576691,12.955183,good
3.290344,105.966393,13.631803,good
3.562248,105.230331,14.274345,good
3.85662,104.406044,14.914311,good
4.175319,103.539291,15.52203,good
4.520354,102.610886,16.128019,good
4.893901,101.603905,16.701408,good
5.298317,100.525558,17.27639,good
5.736153,99.443886,17.729969,good
6.210169,98.303513,18.224188,good
6.723358,97.131996,18.637117,good
7.278954,95.918396,18.973568,good
7.880463,94.648758,19.312988,good
8.531678,93.387405,19.552168,good
9.236709,92.130241,19.741199,good
10,90.864548,19.891071,good
1,111.841881,5.774233,good
1.082637,111.651611,6.05786,good
1.172102,111.424492,6.176268,good
1.268961,111.059807,6.815199,good
1.373824,110.810349,7.207662,good
1.487352,110.49839,7.736316,good
1.610262,110.204002,8.228317,good
1.743329,109.885109,8.736419,good
1.887392,109.530411,9.320033,good
2.04336,109.25573,9.658261,good
2.212216,108.75853,10.385296,good
2.395027,108.112373,11.121954,good
2.592944,107.662918,11.624156,good
2.807216,107.025208,12.331252,good
3.039195,106.39801,12.857776,good
3.290344,105.778336,13.538095,good
3.562248,105.04776,14.175179,good
3.85662,104.237427,14.809216,good
4.175319,103.388107,15.43222,good
4.520354,102.482689,16.037718,good
4.893901,101.495041,16.619253,good
5.298317,100.42057,17.200148,good
5.736153,99.334152,17.647747,good
6.210169,98.199951,18.142185,good
6.723358,97.038773,18.548744,good
7.278954,95.836273,18.906862,good
7.880463,94.563766,19.233744,good
8.531678,93.313019,19.477209,good
9.236709,92.060104,19.672886,good
10,90.796341,19.825155,good
1,111.767075,5.676346,good
1.082637,111.434677,5.967001,good
1.172102,111.23922,6.145033,good
1.268961,110.941971,6.778486,good
1.373824,110.737144,7.192558,good
1.487352,110.45723,7.737566,good
1.610262,110.173836,8.221343,good
1.743329,109.913383,8.721538,good
1.887392,109.556404,9.309295,good
2.04336,109.296928,9.671063,good
2.212216,108.862808,10.425471,good
2.395027,108.242798,11.169745,good
2.592944,107.832489,11.661513,good
2.807216,107.246246,12.426784,good
3.039195,106.587181,12.946156,good
3.290344,105.986115,13.637453,good
3.562248,105.259285,14.290226,good
3.85662,104.457077,14.935196,good
4.175319,103.604736,15.561093,good
4.520354,102.703369,16.175409,good
4.893901,101.705048,16.769007,good
5.298317,100.643456,17.348108,good
5.736153,99.560135,17.814224,good
6.210169,98.42028,18.316704,good
