End_Mkt_Segment,Fiscal_Mth,Director,Region,BU,Revenue,PAV
AEG,201811,EHSU2,TA,ADEFTG,144815,2980700
AEG,201811,EHSU2,TA,AEGTG,178021,1588304
AEG,201811,EHSU2,TA,AEITG,42278,3827447
AEG,201811,EHSU2,TA,CHNTG,371,86528
AEG,201811,EHSU2,TA,COMTG,42146,675178
AEG,201811,EHSU2,TA,CSTG,34458,1511320
AEG,201811,EHSU2,TA,PPGTG,758055,24573043
AEG,201811,EHSU2,TA,PTPTG,4182008,40302673
AEG,201811,MWAN,AL,AEGTG,219,169000
AEG,201811,MWAN,AL,COMTG,10840,80030
AEG,201811,MWAN,AL,DHCTG,3468,600000
AEG,201811,MWAN,AL,PPGTG,239385,2412072
AEG,201811,MWAN,AL,PTPTG,49527,2325960
AEG,201811,MWAN,AS,ADEFTG,3022,1191242
AEG,201811,MWAN,AS,AEGTG,100948,2748300
AEG,201811,MWAN,AS,COMTG,564,295089
AEG,201811,MWAN,AS,PPGTG,70870,8178066
AEG,201811,MWAN,AS,PTPTG,177679,8852122
AEG,201811,MWAN,IN,ADEFTG,14711,993315
AEG,201811,MWAN,IN,AEGTG,94074,2366500
AEG,201811,MWAN,IN,AEITG,92288,1863510
AEG,201811,MWAN,IN,COMTG,23932,476130
AEG,201811,MWAN,IN,PPGTG,126734,5321200
AEG,201811,MWAN,IN,PTPTG,819717,11425044
AEG,201811,SHONG,KR,ADEFTG,110259,1482010
AEG,201811,SHONG,KR,AEGTG,77397,1269400
AEG,201811,SHONG,KR,AEITG,125611,1840426
AEG,201811,SHONG,KR,COMTG,113235,1394800
AEG,201811,SHONG,KR,CSTG,1373,3306360
AEG,201811,SHONG,KR,PPGTG,169653,6270776
AEG,201811,SHONG,KR,PTPTG,712585,8390056
AEG,201812,EHSU2,TA,ADEFTG,86356,2123750
AEG,201812,EHSU2,TA,AEGTG,146690,1568289
AEG,201812,EHSU2,TA,AEITG,35378,4813412
AEG,201812,EHSU2,TA,COMTG,108841,679133
AEG,201812,EHSU2,TA,CSTG,22002,1506520
AEG,201812,EHSU2,TA,PPGTG,1020429,25057908
AEG,201812,EHSU2,TA,PTPTG,3181198,39964445
AEG,201812,MWAN,AL,AEGTG,570,169000
AEG,201812,MWAN,AL,AEITG,449,143420
AEG,201812,MWAN,AL,COMTG,15701,87850
AEG,201812,MWAN,AL,PPGTG,213106,1856972
AEG,201812,MWAN,AL,PTPTG,87511,1309960
AEG,201812,MWAN,AS,ADEFTG,1026,1050143
AEG,201812,MWAN,AS,AEGTG,314923,1736300
AEG,201812,MWAN,AS,AEITG,10285,2129290
AEG,201812,MWAN,AS,COMTG,8172,327800
AEG,201812,MWAN,AS,PPGTG,169056,7628129
AEG,201812,MWAN,AS,PTPTG,231060,8395877
AEG,201812,MWAN,IN,ADEFTG,6720,2040815
AEG,201812,MWAN,IN,AEGTG,104369,1552860
AEG,201812,MWAN,IN,AEITG,4594,1796460
AEG,201812,MWAN,IN,COMTG,17884,390780
AEG,201812,MWAN,IN,CSTG,80,41000
AEG,201812,MWAN,IN,PPGTG,312430,5197600
AEG,201812,MWAN,IN,PTPTG,729694,10220494
AEG,201812,SHONG,KR,ADEFTG,49273,1182010
AEG,201812,SHONG,KR,AEGTG,53422,1092400
AEG,201812,SHONG,KR,AEITG,105601,1918116
AEG,201812,SHONG,KR,COMTG,37146,1280800
AEG,201812,SHONG,KR,CSTG,1579,3306360
AEG,201812,SHONG,KR,PPGTG,255232,7112676
AEG,201812,SHONG,KR,PTPTG,770338,9041966
AEG,201901,EHSU2,TA,ADEFTG,58013,2017150
AEG,201901,EHSU2,TA,AEGTG,25895,1546679
AEG,201901,EHSU2,TA,AEITG,18761,4357808
AEG,201901,EHSU2,TA,CHNTG,733,63400
AEG,201901,EHSU2,TA,COMTG,69218,695373
AEG,201901,EHSU2,TA,CSTG,7245,1501020
AEG,201901,EHSU2,TA,DHCTG,9,26000
AEG,201901,EHSU2,TA,PPGTG,462150,21820341
AEG,201901,EHSU2,TA,PTPTG,809286,39205088
AEG,201901,MWAN,AL,AEGTG,69,183050
AEG,201901,MWAN,AL,COMTG,5633,87850
AEG,201901,MWAN,AL,PPGTG,86590,1913522
AEG,201901,MWAN,AL,PTPTG,27127,1353160
AEG,201901,MWAN,AS,ADEFTG,9140,1047043
AEG,201901,MWAN,AS,AEGTG,215759,1507650
AEG,201901,MWAN,AS,AEITG,320,2115490
AEG,201901,MWAN,AS,COMTG,5598,327800
AEG,201901,MWAN,AS,DHCTG,4,19000
AEG,201901,MWAN,AS,PPGTG,94227,8264425
AEG,201901,MWAN,AS,PTPTG,116209,8770205
AEG,201901,MWAN,IN,AEGTG,102665,1527430
AEG,201901,MWAN,IN,AEITG,10562,1502344
AEG,201901,MWAN,IN,COMTG,18846,403065
AEG,201901,MWAN,IN,PPGTG,169104,5227127
AEG,201901,MWAN,IN,PTPTG,433086,10055089
AEG,201901,SHONG,KR,ADEFTG,23785,1148810
AEG,201901,SHONG,KR,AEGTG,11324,879400
AEG,201901,SHONG,KR,AEITG,39258,2144326
AEG,201901,SHONG,KR,COMTG,4725,1370340
AEG,201901,SHONG,KR,CSTG,1579,1135260
AEG,201901,SHONG,KR,PPGTG,90126,6955411
AEG,201901,SHONG,KR,PTPTG,276847,8106726
AEG,201902,EHSU2,TA,ADEFTG,89882,1821790
AEG,201902,EHSU2,TA,AEGTG,221814,1434618
AEG,201902,EHSU2,TA,AEITG,33332,4453192
AEG,201902,EHSU2,TA,COMTG,32219,734388
AEG,201902,EHSU2,TA,CSTG,16854,2810400
AEG,201902,EHSU2,TA,PPGTG,613063,21091305
AEG,201902,EHSU2,TA,PTPTG,3226199,37929693
AEG,201902,MWAN,AL,AEGTG,2205,429550
AEG,201902,MWAN,AL,COMTG,444,648410
AEG,201902,MWAN,AL,PPGTG,142372,4031541
AEG,201902,MWAN,AL,PTPTG,48107,1860934
AEG,201902,MWAN,AS,ADEFTG,6526,1059418
AEG,201902,MWAN,AS,AEGTG,214557,2142700
AEG,201902,MWAN,AS,AEITG,1457,2063500
AEG,201902,MWAN,AS,COMTG,1247,510380
AEG,201902,MWAN,AS,PPGTG,126769,7334825
AEG,201902,MWAN,AS,PTPTG,191929,8680685
AEG,201902,MWAN,IN,ADEFTG,9807,1173315
AEG,201902,MWAN,IN,AEGTG,35258,1552065
AEG,201902,MWAN,IN,AEITG,64536,1080489
AEG,201902,MWAN,IN,COMTG,17470,403065
AEG,201902,MWAN,IN,PPGTG,126218,5990677
AEG,201902,MWAN,IN,PTPTG,482892,10005515
AEG,201902,SHONG,KR,ADEFTG,40620,928110
AEG,201902,SHONG,KR,AEGTG,64509,1360740
AEG,201902,SHONG,KR,AEITG,48017,3307276
AEG,201902,SHONG,KR,COMTG,15050,1573740
AEG,201902,SHONG,KR,PPGTG,107659,8550681
AEG,201902,SHONG,KR,PTPTG,604988,9040446
AEG,201903,EHSU2,TA,ADEFTG,300974,1971419
AEG,201903,EHSU2,TA,AEGTG,371683,1805908
AEG,201903,EHSU2,TA,AEITG,63328,5230742
AEG,201903,EHSU2,TA,COMTG,23877,857840
AEG,201903,EHSU2,TA,CSTG,31617,1777400
AEG,201903,EHSU2,TA,PPGTG,1301908,27205172
AEG,201903,EHSU2,TA,PTPTG,4377172,46171480
AEG,201903,MWAN,AL,AEGTG,339,429550
AEG,201903,MWAN,AL,COMTG,480,642660
AEG,201903,MWAN,AL,PPGTG,97921,4555492
AEG,201903,MWAN,AL,PTPTG,45771,2334104
AEG,201903,MWAN,AS,AEGTG,376592,1887700
AEG,201903,MWAN,AS,AEITG,197,1788020
AEG,201903,MWAN,AS,COMTG,3042,525375
AEG,201903,MWAN,AS,PPGTG,82573,8513270
AEG,201903,MWAN,AS,PTPTG,292842,7885306
AEG,201903,MWAN,IN,ADEFTG,7463,1158315
AEG,201903,MWAN,IN,AEGTG,119058,1544005
AEG,201903,MWAN,IN,AEITG,20666,1161819
AEG,201903,MWAN,IN,CHNTG,12,36890
AEG,201903,MWAN,IN,COMTG,21175,485327
AEG,201903,MWAN,IN,PPGTG,189885,6633521
AEG,201903,MWAN,IN,PTPTG,890097,9822155
AEG,201903,SHONG,KR,ADEFTG,100476,928110
AEG,201903,SHONG,KR,AEGTG,75490,1407540
AEG,201903,SHONG,KR,AEITG,197162,3094026
AEG,201903,SHONG,KR,COMTG,79643,1088640
AEG,201903,SHONG,KR,CSTG,7255,864500
AEG,201903,SHONG,KR,PPGTG,263814,7488749
AEG,201903,SHONG,KR,PTPTG,531141,8283784
AEG,201904,EHSU2,TA,ADEFTG,8377,2836160
AEG,201904,EHSU2,TA,AEGTG,32699,2099138
AEG,201904,EHSU2,TA,AEITG,12754,4345592
AEG,201904,EHSU2,TA,COMTG,41123,1147700
AEG,201904,EHSU2,TA,CSTG,9435,1032620
AEG,201904,EHSU2,TA,PPGTG,257806,22741713
AEG,201904,EHSU2,TA,PTPTG,700172,44925066
AEG,201904,MWAN,AL,AEGTG,311,429550
AEG,201904,MWAN,AL,COMTG,2922,416760
AEG,201904,MWAN,AL,PPGTG,123470,4660242
AEG,201904,MWAN,AL,PTPTG,52762,2592454
AEG,201904,MWAN,AS,ADEFTG,3104,1318418
AEG,201904,MWAN,AS,AEGTG,11770,1808365
AEG,201904,MWAN,AS,AEITG,1407,1469820
AEG,201904,MWAN,AS,COMTG,1240,449295
AEG,201904,MWAN,AS,PPGTG,31654,5739282
AEG,201904,MWAN,AS,PTPTG,87518,7826816
AEG,201904,MWAN,IN,ADEFTG,10451,1418315
AEG,201904,MWAN,IN,AEGTG,52789,1546605
AEG,201904,MWAN,IN,AEITG,35420,1327489
AEG,201904,MWAN,IN,COMTG,20514,544617
AEG,201904,MWAN,IN,CSTG,636,66560
AEG,201904,MWAN,IN,DHCTG,9,20000
AEG,201904,MWAN,IN,PPGTG,61980,6914415
AEG,201904,MWAN,IN,PTPTG,445535,9720433
AEG,201904,SHONG,KR,ADEFTG,3224,1278810
AEG,201904,SHONG,KR,AEGTG,10787,1749050
AEG,201904,SHONG,KR,AEITG,9239,2585416
AEG,201904,SHONG,KR,COMTG,66183,1181420
AEG,201904,SHONG,KR,CSTG,2857,710900
AEG,201904,SHONG,KR,PPGTG,117785,6251509
AEG,201904,SHONG,KR,PTPTG,416807,8511845
AEG,201905,EHSU2,TA,ADEFTG,77321,3435410
AEG,201905,EHSU2,TA,AEGTG,170055,2127003
AEG,201905,EHSU2,TA,AEITG,47942,5257402
AEG,201905,EHSU2,TA,CHNTG,598,303808
AEG,201905,EHSU2,TA,COMTG,29700,1244768
AEG,201905,EHSU2,TA,CSTG,36197,1277020
AEG,201905,EHSU2,TA,DHCTG,54,164000
AEG,201905,EHSU2,TA,PPGTG,834887,26546232
AEG,201905,EHSU2,TA,PTPTG,2845448,49949191
AEG,201905,MWAN,AL,DHCTG,134,400000
AEG,201905,MWAN,AL,PPGTG,165552,4423502
AEG,201905,MWAN,AL,PTPTG,88391,2526604
AEG,201905,MWAN,AS,AEGTG,73380,1795165
AEG,201905,MWAN,AS,AEITG,1047,585930
AEG,201905,MWAN,AS,COMTG,622,214730
AEG,201905,MWAN,AS,PPGTG,80876,6043542
AEG,201905,MWAN,AS,PTPTG,158360,7964281
AEG,201905,MWAN,IN,ADEFTG,400,1192515
AEG,201905,MWAN,IN,AEGTG,94527,1451005
AEG,201905,MWAN,IN,AEITG,349398,1357485
AEG,201905,MWAN,IN,COMTG,15183,471717
AEG,201905,MWAN,IN,PPGTG,106950,6747145
AEG,201905,MWAN,IN,PTPTG,661048,9475118
AEG,201905,SHONG,KR,ADEFTG,11955,1518810
AEG,201905,SHONG,KR,AEGTG,8946,1791700
AEG,201905,SHONG,KR,AEITG,53991,2468466
AEG,201905,SHONG,KR,COMTG,22898,1351080
AEG,201905,SHONG,KR,CSTG,3916,787900
AEG,201905,SHONG,KR,PPGTG,193114,6821994
AEG,201905,SHONG,KR,PTPTG,438728,9253861
AEG,201906,EHSU2,TA,ADEFTG,99491,3638760
AEG,201906,EHSU2,TA,AEGTG,267141,2903463
AEG,201906,EHSU2,TA,AEITG,84570,6464802
AEG,201906,EHSU2,TA,COMTG,124494,2328168
AEG,201906,EHSU2,TA,CSTG,44757,1132220
AEG,201906,EHSU2,TA,PPGTG,1249726,29582862
AEG,201906,EHSU2,TA,PTPTG,3700596,53112886
AEG,201906,MWAN,AL,AEGTG,2609,424050
AEG,201906,MWAN,AL,AEITG,296,228620
AEG,201906,MWAN,AL,COMTG,23565,420510
AEG,201906,MWAN,AL,PPGTG,217572,4742177
AEG,201906,MWAN,AL,PTPTG,95610,2867634
AEG,201906,MWAN,AS,ADEFTG,151,1254099
AEG,201906,MWAN,AS,AEGTG,459431,1062285
AEG,201906,MWAN,AS,AEITG,1159,334750
AEG,201906,MWAN,AS,COMTG,1316,1800112
AEG,201906,MWAN,AS,PPGTG,107513,8840270
AEG,201906,MWAN,AS,PTPTG,163804,8155182
AEG,201906,MWAN,IN,ADEFTG,15708,1186795
AEG,201906,MWAN,IN,AEGTG,103681,1749705
AEG,201906,MWAN,IN,AEITG,18352,1318545
AEG,201906,MWAN,IN,COMTG,57334,333827
AEG,201906,MWAN,IN,DHCTG,108,20000
AEG,201906,MWAN,IN,PPGTG,152885,7014394
AEG,201906,MWAN,IN,PTPTG,748012,9379948
AEG,201906,SHONG,KR,ADEFTG,36802,1182320
AEG,201906,SHONG,KR,AEGTG,32684,1349840
AEG,201906,SHONG,KR,AEITG,196422,2106450
AEG,201906,SHONG,KR,COMTG,33255,990980
AEG,201906,SHONG,KR,CSTG,4305,1037900
AEG,201906,SHONG,KR,DHCTG,108,3892500
AEG,201906,SHONG,KR,PPGTG,274307,6228653
AEG,201906,SHONG,KR,PTPTG,830086,8642316
AEG,201907,EHSU2,TA,ADEFTG,13909,3497073
AEG,201907,EHSU2,TA,AEGTG,90853,2976123
AEG,201907,EHSU2,TA,AEITG,34183,3977102
AEG,201907,EHSU2,TA,CHNTG,42,182318
AEG,201907,EHSU2,TA,COMTG,12211,2429845
AEG,201907,EHSU2,TA,CSTG,11140,650920
AEG,201907,EHSU2,TA,DHCTG,13,164000
AEG,201907,EHSU2,TA,PPGTG,491678,30370260
AEG,201907,EHSU2,TA,PTPTG,1231934,51029248
AEG,201907,MWAN,AL,AEGTG,14,429760
AEG,201907,MWAN,AL,COMTG,8398,520510
AEG,201907,MWAN,AL,PPGTG,72943,5009037
AEG,201907,MWAN,AL,PTPTG,51179,3001494
AEG,201907,MWAN,AS,ADEFTG,1368,1252699
AEG,201907,MWAN,AS,AEGTG,169514,1081935
AEG,201907,MWAN,AS,AEITG,498,315580
AEG,201907,MWAN,AS,COMTG,1350,1800112
AEG,201907,MWAN,AS,DHCTG,45,39000
AEG,201907,MWAN,AS,PPGTG,58941,9990295
AEG,201907,MWAN,AS,PTPTG,79597,8656102
AEG,201907,MWAN,IN,ADEFTG,2571,1179295
AEG,201907,MWAN,IN,AEGTG,105267,1927625
AEG,201907,MWAN,IN,AEITG,8847,1595375
AEG,201907,MWAN,IN,COMTG,18936,333827
AEG,201907,MWAN,IN,CSTG,1829,61480
AEG,201907,MWAN,IN,DHCTG,76,28000
AEG,201907,MWAN,IN,PPGTG,78215,8869819
AEG,201907,MWAN,IN,PTPTG,493286,10234264
AEG,201907,SHONG,KR,ADEFTG,13465,1221184
AEG,201907,SHONG,KR,AEGTG,4368,1210680
AEG,201907,SHONG,KR,AEITG,59398,2591590
AEG,201907,SHONG,KR,COMTG,88334,933370
AEG,201907,SHONG,KR,DHCTG,143,1052500
AEG,201907,SHONG,KR,PPGTG,123379,7033353
AEG,201907,SHONG,KR,PTPTG,310264,9262751
AEG,201908,EHSU2,TA,ADEFTG,44326,3804426
AEG,201908,EHSU2,TA,AEGTG,74568,2975583
AEG,201908,EHSU2,TA,AEITG,62199,3883342
AEG,201908,EHSU2,TA,COMTG,122715,2586065
AEG,201908,EHSU2,TA,CSTG,8829,734520
AEG,201908,EHSU2,TA,PPGTG,658779,35322581
AEG,201908,EHSU2,TA,PTPTG,2396696,56627615
AEG,201908,MWAN,AL,AEGTG,242,430440
AEG,201908,MWAN,AL,AEITG,79,172620
AEG,201908,MWAN,AL,COMTG,1527,473710
AEG,201908,MWAN,AL,DHCTG,54,400000
AEG,201908,MWAN,AL,PPGTG,184131,4645345
AEG,201908,MWAN,AL,PTPTG,61487,2627994
AEG,201908,MWAN,AS,AEGTG,76595,6859040
AEG,201908,MWAN,AS,AEITG,731,298710
AEG,201908,MWAN,AS,COMTG,825,1830112
AEG,201908,MWAN,AS,PPGTG,73182,16097051
AEG,201908,MWAN,AS,PTPTG,129627,12128531
AEG,201908,MWAN,IN,ADEFTG,14884,1226300
AEG,201908,MWAN,IN,AEGTG,73794,1951625
AEG,201908,MWAN,IN,AEITG,44569,1604665
AEG,201908,MWAN,IN,COMTG,1337,333877
AEG,201908,MWAN,IN,PPGTG,88129,10577756
AEG,201908,MWAN,IN,PTPTG,410254,13431857
AEG,201908,SHONG,KR,ADEFTG,2800,1450184
AEG,201908,SHONG,KR,AEGTG,3979,2309880
AEG,201908,SHONG,KR,AEITG,46791,5107270
AEG,201908,SHONG,KR,COMTG,205753,1198860
AEG,201908,SHONG,KR,CSTG,687,1301000
AEG,201908,SHONG,KR,PPGTG,154347,8829263
AEG,201908,SHONG,KR,PTPTG,354135,13695821
AEG,201909,EHSU2,TA,ADEFTG,73203,3846226
AEG,201909,EHSU2,TA,AEGTG,160004,3066083
AEG,201909,EHSU2,TA,AEITG,42805,3462200
AEG,201909,EHSU2,TA,CHNTG,78,156740
AEG,201909,EHSU2,TA,COMTG,78071,1902565
AEG,201909,EHSU2,TA,CSTG,17287,831900
AEG,201909,EHSU2,TA,DHCTG,54,230000
AEG,201909,EHSU2,TA,PPGTG,1270289,41949147
AEG,201909,EHSU2,TA,PTPTG,3658360,53094693
AEG,201909,MWAN,AL,ADEFTG,4772,95610
AEG,201909,MWAN,AL,AEGTG,600,430440
AEG,201909,MWAN,AL,AEITG,540,172620
AEG,201909,MWAN,AL,COMTG,2855,473710
AEG,201909,MWAN,AL,DHCTG,162,400000
AEG,201909,MWAN,AL,PPGTG,301661,4656285
AEG,201909,MWAN,AL,PTPTG,63362,2627224
AEG,201909,MWAN,AS,ADEFTG,20302,3374788
AEG,201909,MWAN,AS,AEGTG,414541,4274940
AEG,201909,MWAN,AS,AEITG,2037,302669
AEG,201909,MWAN,AS,COMTG,4718,2080196
AEG,201909,MWAN,AS,PPGTG,158922,12290514
AEG,201909,MWAN,AS,PTPTG,157804,15034514
AEG,201909,MWAN,IN,ADEFTG,25161,1089300
AEG,201909,MWAN,IN,AEGTG,104461,2507125
AEG,201909,MWAN,IN,AEITG,140312,2847745
AEG,201909,MWAN,IN,COMTG,68248,346727
AEG,201909,MWAN,IN,CSTG,6341,61480
AEG,201909,MWAN,IN,DHCTG,1980,36000
AEG,201909,MWAN,IN,PPGTG,168832,12683395
AEG,201909,MWAN,IN,PTPTG,1067506,14252875
AEG,201909,SHONG,KR,ADEFTG,9635,1534184
AEG,201909,SHONG,KR,AEGTG,19973,2353680
AEG,201909,SHONG,KR,AEITG,100118,5579370
AEG,201909,SHONG,KR,COMTG,37314,1156860
AEG,201909,SHONG,KR,CSTG,687,1301000
AEG,201909,SHONG,KR,PPGTG,297126,9233318
AEG,201909,SHONG,KR,PTPTG,580190,14378351
AEG,201910,EHSU2,TA,ADEFTG,26401,6004895
AEG,201910,EHSU2,TA,AEGTG,73220,3658983
AEG,201910,EHSU2,TA,AEITG,11669,3003030
AEG,201910,EHSU2,TA,COMTG,67893,1475722
AEG,201910,EHSU2,TA,CSTG,9966,990280
AEG,201910,EHSU2,TA,PPGTG,194923,41047874
AEG,201910,EHSU2,TA,PTPTG,779737,53317177
AEG,201910,MWAN,AL,ADEFTG,4657,114890
AEG,201910,MWAN,AL,AEGTG,179,715240
AEG,201910,MWAN,AL,AEITG,296,172620
AEG,201910,MWAN,AL,COMTG,380,473710
AEG,201910,MWAN,AL,DHCTG,162,600000
AEG,201910,MWAN,AL,PPGTG,77184,4581233
AEG,201910,MWAN,AL,PTPTG,49447,2413920
AEG,201910,MWAN,AS,ADEFTG,342,1493168
AEG,201910,MWAN,AS,AEGTG,28594,3022130
AEG,201910,MWAN,AS,AEITG,273,314669
AEG,201910,MWAN,AS,COMTG,630,2099571
AEG,201910,MWAN,AS,PPGTG,71594,11985952
AEG,201910,MWAN,AS,PTPTG,80897,13312713
AEG,201910,MWAN,IN,AEGTG,53528,3611325
AEG,201910,MWAN,IN,AEITG,27039,3409570
AEG,201910,MWAN,IN,COMTG,14926,346727
AEG,201910,MWAN,IN,CSTG,5029,61480
AEG,201910,MWAN,IN,DHCTG,108,36000
AEG,201910,MWAN,IN,PPGTG,86875,16907475
AEG,201910,MWAN,IN,PTPTG,397707,15749655
AEG,201910,SHONG,KR,ADEFTG,19921,1591734
AEG,201910,SHONG,KR,AEGTG,11405,2478180
AEG,201910,SHONG,KR,AEITG,100150,5180350
AEG,201910,SHONG,KR,COMTG,26769,1017160
AEG,201910,SHONG,KR,CSTG,687,1301000
AEG,201910,SHONG,KR,PPGTG,130873,8787598
AEG,201910,SHONG,KR,PTPTG,383769,14081023
AEG,201911,EHSU2,TA,ADEFTG,67540,6117695
AEG,201911,EHSU2,TA,AEGTG,92054,3018243
AEG,201911,EHSU2,TA,AEITG,9524,3028700
AEG,201911,EHSU2,TA,COMTG,69476,1446422
AEG,201911,EHSU2,TA,CSTG,8096,985930
AEG,201911,EHSU2,TA,PPGTG,629331,40195018
AEG,201911,EHSU2,TA,PTPTG,2033773,51373762
AEG,201911,MWAN,AL,ADEFTG,2162,114890
AEG,201911,MWAN,AL,AEGTG,273,375240
AEG,201911,MWAN,AL,AEITG,262,42620
AEG,201911,MWAN,AL,COMTG,10215,473710
AEG,201911,MWAN,AL,PPGTG,119598,4351210
AEG,201911,MWAN,AL,PTPTG,51539,2103535
AEG,201911,MWAN,AS,ADEFTG,6024,1376168
AEG,201911,MWAN,AS,AEGTG,113356,4323655
AEG,201911,MWAN,AS,AEITG,2062,1431925
AEG,201911,MWAN,AS,COMTG,1904,2099767
AEG,201911,MWAN,AS,DHCTG,22,44370
AEG,201911,MWAN,AS,PPGTG,55276,14907957
AEG,201911,MWAN,AS,PTPTG,133176,12099144
AEG,201911,MWAN,IN,ADEFTG,18,1410800
AEG,201911,MWAN,IN,AEGTG,49740,3210325
AEG,201911,MWAN,IN,AEITG,69673,2145540
AEG,201911,MWAN,IN,CHNTG,54,28490
AEG,201911,MWAN,IN,COMTG,13746,296277
AEG,201911,MWAN,IN,CSTG,283,61480
AEG,201911,MWAN,IN,PPGTG,67659,15687700
AEG,201911,MWAN,IN,PTPTG,442520,15387870
AEG,201911,SHONG,KR,ADEFTG,13974,1644734
AEG,201911,SHONG,KR,AEGTG,51640,1796790
AEG,201911,SHONG,KR,AEITG,49562,4954110
AEG,201911,SHONG,KR,COMTG,46941,1574228
AEG,201911,SHONG,KR,CSTG,687,1301000
AEG,201911,SHONG,KR,DHCTG,22,905000
AEG,201911,SHONG,KR,PPGTG,129841,9900468
AEG,201911,SHONG,KR,PTPTG,360148,13942131
AEG,201912,EHSU2,TA,ADEFTG,60150,5898195
AEG,201912,EHSU2,TA,AEGTG,321285,2993733
AEG,201912,EHSU2,TA,AEITG,39303,2790648
AEG,201912,EHSU2,TA,CHNTG,63,196530
AEG,201912,EHSU2,TA,COMTG,216634,1616072
AEG,201912,EHSU2,TA,CSTG,19550,922430
AEG,201912,EHSU2,TA,PPGTG,971515,39557358
AEG,201912,EHSU2,TA,PTPTG,2729563,51722932
AEG,201912,MWAN,AL,ADEFTG,400,114890
AEG,201912,MWAN,AL,AEGTG,186,361190
AEG,201912,MWAN,AL,COMTG,12644,325510
AEG,201912,MWAN,AL,PPGTG,121467,3452710
AEG,201912,MWAN,AL,PTPTG,43023,1885410
AEG,201912,MWAN,AS,ADEFTG,7239,1476168
AEG,201912,MWAN,AS,AEGTG,33106,4240615
AEG,201912,MWAN,AS,AEITG,2103,1449625
AEG,201912,MWAN,AS,COMTG,1170,540917
AEG,201912,MWAN,AS,PPGTG,76863,14813867
AEG,201912,MWAN,AS,PTPTG,193777,12209784
AEG,201912,MWAN,IN,ADEFTG,7422,950200
AEG,201912,MWAN,IN,AEGTG,101898,3275325
AEG,201912,MWAN,IN,AEITG,240103,2411840
AEG,201912,MWAN,IN,COMTG,19285,302277
AEG,201912,MWAN,IN,CSTG,572,65480
AEG,201912,MWAN,IN,PPGTG,140761,15582610
AEG,201912,MWAN,IN,PTPTG,673389,14671970
AEG,201912,SHONG,KR,ADEFTG,34498,1583734
AEG,201912,SHONG,KR,AEGTG,25711,1711990
AEG,201912,SHONG,KR,AEITG,140533,5020580
AEG,201912,SHONG,KR,COMTG,175001,2097048
AEG,201912,SHONG,KR,PPGTG,295542,8591328
AEG,201912,SHONG,KR,PTPTG,805686,12825641
AEG,202001,EHSU2,TA,ADEFTG,45249,3045177
AEG,202001,EHSU2,TA,AEGTG,162955,3064733
AEG,202001,EHSU2,TA,AEITG,40171,2503263
AEG,202001,EHSU2,TA,CHNTG,66,219130
AEG,202001,EHSU2,TA,COMTG,31313,1652772
AEG,202001,EHSU2,TA,CSTG,3025,808050
AEG,202001,EHSU2,TA,PPGTG,502155,39773787
AEG,202001,EHSU2,TA,PTPTG,1286105,50017177
AEG,202001,MWAN,AL,ADEFTG,1251,172890
AEG,202001,MWAN,AL,COMTG,3947,325510
AEG,202001,MWAN,AL,PPGTG,85735,3428950
AEG,202001,MWAN,AL,PTPTG,56858,2358450
AEG,202001,MWAN,AS,ADEFTG,342,1552838
AEG,202001,MWAN,AS,AEGTG,46010,3374610
AEG,202001,MWAN,AS,AEITG,1775,578849
AEG,202001,MWAN,AS,COMTG,1255,567217
AEG,202001,MWAN,AS,PPGTG,62225,10559713
AEG,202001,MWAN,AS,PTPTG,148574,8769018
AEG,202001,MWAN,IN,ADEFTG,6509,902235
AEG,202001,MWAN,IN,AEGTG,27195,3380025
AEG,202001,MWAN,IN,AEITG,12087,2887090
AEG,202001,MWAN,IN,COMTG,2165,225812
AEG,202001,MWAN,IN,CSTG,449,95480
AEG,202001,MWAN,IN,DHCTG,111,16000
AEG,202001,MWAN,IN,PPGTG,64287,16550580
AEG,202001,MWAN,IN,PTPTG,255411,14890955
AEG,202001,SHONG,KR,ADEFTG,38246,1914004
AEG,202001,SHONG,KR,AEGTG,41762,1857690
AEG,202001,SHONG,KR,AEITG,76717,5937910
AEG,202001,SHONG,KR,COMTG,45667,2177918
AEG,202001,SHONG,KR,CSTG,1352,1305000
AEG,202001,SHONG,KR,PPGTG,180088,9590263
AEG,202001,SHONG,KR,PTPTG,394272,14750907
AEG,202002,EHSU2,TA,ADEFTG,46768,3037937
AEG,202002,EHSU2,TA,AEGTG,347345,2793563
AEG,202002,EHSU2,TA,AEITG,17819,2231997
AEG,202002,EHSU2,TA,COMTG,127337,1637412
AEG,202002,EHSU2,TA,CSTG,11552,959350
AEG,202002,EHSU2,TA,PPGTG,648502,32124255
AEG,202002,EHSU2,TA,PTPTG,2102358,47138350
AEG,202002,MWAN,AL,ADEFTG,4013,166110
AEG,202002,MWAN,AL,AEGTG,333,355240
AEG,202002,MWAN,AL,AEITG,328,162000
AEG,202002,MWAN,AL,COMTG,812,121760
AEG,202002,MWAN,AL,DHCTG,267,961260
AEG,202002,MWAN,AL,PPGTG,219037,3200420
AEG,202002,MWAN,AL,PTPTG,33008,1901600
AEG,202002,MWAN,AS,ADEFTG,684,1689803
AEG,202002,MWAN,AS,AEGTG,92584,3484670
AEG,202002,MWAN,AS,AEITG,891,543829
AEG,202002,MWAN,AS,COMTG,3901,580217
