End_Mkt_Segment,Fiscal_Mth,Director,Region,BU,Revenue,PAV
DHC,201906,SHONG,KR,PPGTG,273722,2266704
DHC,201906,SHONG,KR,PTPTG,324976,2432569
DHC,201906,TPARK,KR,AEITG,6860,6174
DHC,201906,TPARK,KR,COMTG,8498,21529
DHC,201906,TPARK,KR,DHCTG,49000,14648000
DHC,201906,TPARK,KR,PPGTG,37710,125040
DHC,201906,TPARK,KR,PTPTG,32175,148121
DHC,201907,EHSU2,TA,AEGTG,501,262220
DHC,201907,EHSU2,TA,CSTG,2369,40160
DHC,201907,EHSU2,TA,DHCTG,251662,11155520
DHC,201907,EHSU2,TA,PPGTG,44570,2001225
DHC,201907,EHSU2,TA,PTPTG,59225,2769226
DHC,201907,MWAN,AL,COMTG,53650,781500
DHC,201907,MWAN,AL,PPGTG,65445,606015
DHC,201907,MWAN,AL,PTPTG,37157,1343540
DHC,201907,MWAN,AS,PPGTG,9451,1826129
DHC,201907,MWAN,IN,AEGTG,3014,98640
DHC,201907,MWAN,IN,AEITG,1731,130282
DHC,201907,MWAN,IN,COMTG,3586,228338
DHC,201907,MWAN,IN,PPGTG,41665,2409825
DHC,201907,MWAN,IN,PTPTG,83972,1110094
DHC,201907,SHONG,KR,ADEFTG,6277,204970
DHC,201907,SHONG,KR,AEGTG,39,2033700
DHC,201907,SHONG,KR,AEITG,4860,108050
DHC,201907,SHONG,KR,COMTG,48308,1681018
DHC,201907,SHONG,KR,CSTG,12176,210292
DHC,201907,SHONG,KR,DHCTG,69906,3688053
DHC,201907,SHONG,KR,PPGTG,57359,2317479
DHC,201907,SHONG,KR,PTPTG,138535,2244923
DHC,201907,TPARK,KR,AEITG,3430,6174
DHC,201907,TPARK,KR,COMTG,7350,21529
DHC,201907,TPARK,KR,PPGTG,34118,125040
DHC,201907,TPARK,KR,PTPTG,47673,148121
DHC,201908,EHSU2,TA,ADEFTG,1581,204220
DHC,201908,EHSU2,TA,AEITG,7810,114360
DHC,201908,EHSU2,TA,CHNTG,2778,80980
DHC,201908,EHSU2,TA,CSTG,15130,40160
DHC,201908,EHSU2,TA,DHCTG,234237,11881520
DHC,201908,EHSU2,TA,PPGTG,41515,2057840
DHC,201908,EHSU2,TA,PTPTG,85032,2631578
DHC,201908,MWAN,AL,ADEFTG,10410,101500
DHC,201908,MWAN,AL,PPGTG,69257,680015
DHC,201908,MWAN,AL,PTPTG,28169,1361140
DHC,201908,MWAN,AS,PPGTG,2206,1424479
DHC,201908,MWAN,AS,PTPTG,4815,53124
DHC,201908,MWAN,IN,AEGTG,87,248640
DHC,201908,MWAN,IN,AEITG,5707,140282
DHC,201908,MWAN,IN,COMTG,9446,249838
DHC,201908,MWAN,IN,PPGTG,46516,2685100
DHC,201908,MWAN,IN,PTPTG,112524,1407904
DHC,201908,SHONG,KR,ADEFTG,1562,216490
DHC,201908,SHONG,KR,AEITG,2720,212275
DHC,201908,SHONG,KR,COMTG,43514,1777198
DHC,201908,SHONG,KR,DHCTG,844226,6704407
DHC,201908,SHONG,KR,PPGTG,77962,3032057
DHC,201908,SHONG,KR,PTPTG,167616,3990316
DHC,201908,TPARK,KR,ADEFTG,1125,3000000
DHC,201908,TPARK,KR,AEITG,888,6174
DHC,201908,TPARK,KR,COMTG,2450,21529
DHC,201908,TPARK,KR,DHCTG,24500,11648000
DHC,201908,TPARK,KR,PPGTG,17005,125040
DHC,201908,TPARK,KR,PTPTG,14591,148121
DHC,201909,EHSU2,TA,ADEFTG,13386,204220
DHC,201909,EHSU2,TA,AEGTG,198,206220
DHC,201909,EHSU2,TA,AEITG,21240,114360
DHC,201909,EHSU2,TA,CHNTG,3004,55580
DHC,201909,EHSU2,TA,COMTG,45326,178300
DHC,201909,EHSU2,TA,CSTG,18139,40160
DHC,201909,EHSU2,TA,DHCTG,396529,11941520
DHC,201909,EHSU2,TA,PPGTG,67349,2169505
DHC,201909,EHSU2,TA,PTPTG,66985,2031788
DHC,201909,JKANG2,KR,DHCTG,19440,2457000
DHC,201909,MWAN,AL,ADEFTG,12401,51200
DHC,201909,MWAN,AL,COMTG,43073,842000
DHC,201909,MWAN,AL,PPGTG,80279,636675
DHC,201909,MWAN,AL,PTPTG,21523,1363800
DHC,201909,MWAN,AS,PPGTG,12773,1424479
DHC,201909,MWAN,AS,PTPTG,9793,53124
DHC,201909,MWAN,IN,AEGTG,52,248640
DHC,201909,MWAN,IN,AEITG,15493,140282
DHC,201909,MWAN,IN,COMTG,6079,234838
DHC,201909,MWAN,IN,CSTG,659,13320
DHC,201909,MWAN,IN,PPGTG,106286,2452460
DHC,201909,MWAN,IN,PTPTG,164564,1217414
DHC,201909,SHONG,KR,ADEFTG,4346,216490
DHC,201909,SHONG,KR,AEITG,10880,212275
DHC,201909,SHONG,KR,COMTG,59797,1842488
DHC,201909,SHONG,KR,CSTG,2903,208507
DHC,201909,SHONG,KR,DHCTG,762339,6763079
DHC,201909,SHONG,KR,PPGTG,219861,2697162
DHC,201909,SHONG,KR,PTPTG,397827,3866949
DHC,201909,TPARK,KR,AEITG,2665,6174
DHC,201909,TPARK,KR,COMTG,7350,21529
DHC,201909,TPARK,KR,DHCTG,24500,21648000
DHC,201909,TPARK,KR,PPGTG,22980,125040
DHC,201909,TPARK,KR,PTPTG,41246,148121
DHC,201910,EHSU2,TA,AEGTG,91,206220
DHC,201910,EHSU2,TA,AEITG,198,114360
DHC,201910,EHSU2,TA,COMTG,8609,232300
DHC,201910,EHSU2,TA,DHCTG,447109,11992520
DHC,201910,EHSU2,TA,PPGTG,24396,1991400
DHC,201910,EHSU2,TA,PTPTG,68675,2182188
DHC,201910,MWAN,AL,ADEFTG,2295,63200
DHC,201910,MWAN,AL,COMTG,49500,442000
DHC,201910,MWAN,AL,PPGTG,65046,727755
DHC,201910,MWAN,AL,PTPTG,31983,1015140
DHC,201910,MWAN,AS,PPGTG,13527,1416979
DHC,201910,MWAN,AS,PTPTG,8875,96169
DHC,201910,MWAN,IN,AEITG,703,140282
DHC,201910,MWAN,IN,COMTG,5676,762200
DHC,201910,MWAN,IN,PPGTG,40952,3607228
DHC,201910,MWAN,IN,PTPTG,109552,1251670
DHC,201910,SHONG,KR,ADEFTG,3157,236340
DHC,201910,SHONG,KR,AEITG,572,235275
DHC,201910,SHONG,KR,COMTG,82480,1988918
DHC,201910,SHONG,KR,CSTG,18443,208507
DHC,201910,SHONG,KR,DHCTG,539034,6428124
DHC,201910,SHONG,KR,PPGTG,106830,2793204
DHC,201910,SHONG,KR,PTPTG,142692,3764953
DHC,201910,TPARK,KR,AEITG,3553,6174
DHC,201910,TPARK,KR,COMTG,11970,21529
DHC,201910,TPARK,KR,DHCTG,58800,21648000
DHC,201910,TPARK,KR,PPGTG,58545,125040
DHC,201910,TPARK,KR,PTPTG,37445,148121
DHC,201911,EHSU2,TA,ADEFTG,1200,277220
DHC,201911,EHSU2,TA,AEITG,7594,114360
DHC,201911,EHSU2,TA,COMTG,20301,237100
DHC,201911,EHSU2,TA,CSTG,2369,34420
DHC,201911,EHSU2,TA,DHCTG,85509,12032520
DHC,201911,EHSU2,TA,PPGTG,20329,1832420
DHC,201911,EHSU2,TA,PTPTG,41114,2352898
DHC,201911,JKANG2,KR,DHCTG,19440,2457000
DHC,201911,MWAN,AL,ADEFTG,4590,163200
DHC,201911,MWAN,AL,AEITG,1076,16510
DHC,201911,MWAN,AL,COMTG,39600,443140
DHC,201911,MWAN,AL,PPGTG,55989,608390
DHC,201911,MWAN,AL,PTPTG,15611,2322671
DHC,201911,MWAN,AS,PPGTG,6316,1761399
DHC,201911,MWAN,AS,PTPTG,3046,147469
DHC,201911,MWAN,IN,AEGTG,2480,374680
DHC,201911,MWAN,IN,AEITG,15247,328032
DHC,201911,MWAN,IN,COMTG,8807,760300
DHC,201911,MWAN,IN,CSTG,2073,13320
DHC,201911,MWAN,IN,PPGTG,48772,2440978
DHC,201911,MWAN,IN,PTPTG,77718,1262715
DHC,201911,SHONG,KR,ADEFTG,1404,166340
DHC,201911,SHONG,KR,COMTG,67192,2007966
DHC,201911,SHONG,KR,CSTG,2280,206722
DHC,201911,SHONG,KR,DHCTG,624932,6244216
DHC,201911,SHONG,KR,PPGTG,143027,3580375
DHC,201911,SHONG,KR,PTPTG,178339,4195485
DHC,201911,TPARK,KR,AEITG,2665,6174
DHC,201911,TPARK,KR,COMTG,7350,4000
DHC,201911,TPARK,KR,DHCTG,58800,13648000
DHC,201911,TPARK,KR,PTPTG,33038,78404
DHC,201912,EHSU2,TA,ADEFTG,11798,277220
DHC,201912,EHSU2,TA,AEITG,40,123360
DHC,201912,EHSU2,TA,COMTG,88662,240300
DHC,201912,EHSU2,TA,CSTG,18139,34420
DHC,201912,EHSU2,TA,DHCTG,37541,11587020
DHC,201912,EHSU2,TA,PPGTG,48055,1744420
DHC,201912,EHSU2,TA,PTPTG,66490,2284356
DHC,201912,MWAN,AL,ADEFTG,2295,163200
DHC,201912,MWAN,AL,COMTG,13373,366890
DHC,201912,MWAN,AL,PPGTG,115045,526270
DHC,201912,MWAN,AL,PTPTG,33911,2320071
DHC,201912,MWAN,AS,PPGTG,11248,1776489
DHC,201912,MWAN,AS,PTPTG,7234,147469
DHC,201912,MWAN,IN,AEGTG,2480,374680
DHC,201912,MWAN,IN,AEITG,5665,322032
DHC,201912,MWAN,IN,COMTG,8468,790300
DHC,201912,MWAN,IN,PPGTG,33907,1909378
DHC,201912,MWAN,IN,PTPTG,125412,1244895
DHC,201912,SHONG,KR,ADEFTG,2985,166340
DHC,201912,SHONG,KR,AEGTG,35900,533970
DHC,201912,SHONG,KR,AEITG,9520,250260
DHC,201912,SHONG,KR,COMTG,102303,2022228
DHC,201912,SHONG,KR,CSTG,2106,205000
DHC,201912,SHONG,KR,DHCTG,621142,6419761
DHC,201912,SHONG,KR,PPGTG,291638,3581557
DHC,201912,SHONG,KR,PTPTG,371732,4112205
DHC,201912,TPARK,KR,AEITG,2665,6174
DHC,201912,TPARK,KR,COMTG,2450,4000
DHC,201912,TPARK,KR,DHCTG,117600,13648000
DHC,201912,TPARK,KR,PTPTG,20063,78404
DHC,202001,EHSU2,TA,AEITG,1361,103360
DHC,202001,EHSU2,TA,COMTG,6822,192300
DHC,202001,EHSU2,TA,CSTG,8749,39040
DHC,202001,EHSU2,TA,DHCTG,200485,10799020
DHC,202001,EHSU2,TA,PPGTG,42349,1722862
DHC,202001,EHSU2,TA,PTPTG,66634,2395486
DHC,202001,MWAN,AL,ADEFTG,2295,163200
DHC,202001,MWAN,AL,PPGTG,46378,804970
DHC,202001,MWAN,AL,PTPTG,15595,2401981
DHC,202001,MWAN,AS,PPGTG,3213,425494
DHC,202001,MWAN,AS,PTPTG,4975,128399
DHC,202001,MWAN,IN,AEGTG,2771,390680
DHC,202001,MWAN,IN,AEITG,17466,322032
DHC,202001,MWAN,IN,COMTG,5655,799800
DHC,202001,MWAN,IN,CSTG,2290,13320
DHC,202001,MWAN,IN,PPGTG,96220,1957558
DHC,202001,MWAN,IN,PTPTG,90560,2011725
DHC,202001,SHONG,KR,ADEFTG,6487,168396
DHC,202001,SHONG,KR,COMTG,84115,2160517
DHC,202001,SHONG,KR,CSTG,4401,205000
DHC,202001,SHONG,KR,DHCTG,490702,7269419
DHC,202001,SHONG,KR,PPGTG,168485,4191074
DHC,202001,SHONG,KR,PTPTG,135000,5289014
DHC,202001,TPARK,KR,AEITG,3430,2744
DHC,202001,TPARK,KR,COMTG,2381,4000
DHC,202001,TPARK,KR,PTPTG,25878,23534
DHC,202002,EHSU2,TA,AEGTG,344,174179
DHC,202002,EHSU2,TA,COMTG,2860,1201300
DHC,202002,EHSU2,TA,CSTG,7803,23300
DHC,202002,EHSU2,TA,DHCTG,191041,11600020
DHC,202002,EHSU2,TA,PPGTG,46636,1581170
DHC,202002,EHSU2,TA,PTPTG,52337,2404206
DHC,202002,JKANG2,KR,DHCTG,38880,2457000
DHC,202002,MWAN,AL,ADEFTG,4590,163200
DHC,202002,MWAN,AL,PPGTG,74794,969970
DHC,202002,MWAN,AL,PTPTG,43593,2702981
DHC,202002,MWAN,AS,PPGTG,18760,1135029
DHC,202002,MWAN,AS,PTPTG,34,114809
DHC,202002,MWAN,IN,AEITG,27114,335782
DHC,202002,MWAN,IN,COMTG,650,802800
DHC,202002,MWAN,IN,CSTG,1308,13320
DHC,202002,MWAN,IN,PPGTG,54786,2451418
DHC,202002,MWAN,IN,PTPTG,124698,1698075
DHC,202002,SHONG,KR,ADEFTG,1105,243102
DHC,202002,SHONG,KR,COMTG,59045,1943584
DHC,202002,SHONG,KR,CSTG,2291,206785
DHC,202002,SHONG,KR,DHCTG,702122,8642832
DHC,202002,SHONG,KR,PPGTG,178977,4733050
DHC,202002,SHONG,KR,PTPTG,185072,5086794
DHC,202002,TPARK,KR,AEITG,3430,2744
DHC,202002,TPARK,KR,COMTG,11907,4000
DHC,202002,TPARK,KR,DHCTG,39200,18648000
DHC,202002,TPARK,KR,PTPTG,24990,23534
DHC,202003,EHSU2,TA,ADEFTG,13251,421300
DHC,202003,EHSU2,TA,AEITG,1386,116340
DHC,202003,EHSU2,TA,COMTG,65354,1281300
DHC,202003,EHSU2,TA,CSTG,13946,85300
DHC,202003,EHSU2,TA,DHCTG,80811,6926500
DHC,202003,EHSU2,TA,PPGTG,30100,1303625
DHC,202003,EHSU2,TA,PTPTG,84651,2474366
DHC,202003,MWAN,AL,PPGTG,63720,1031090
DHC,202003,MWAN,AL,PTPTG,7669,2694151
DHC,202003,MWAN,AS,PPGTG,15122,3611279
DHC,202003,MWAN,AS,PTPTG,4860,87859
DHC,202003,MWAN,IN,AEITG,6387,366782
DHC,202003,MWAN,IN,COMTG,9352,154580
DHC,202003,MWAN,IN,PPGTG,45940,2404558
DHC,202003,MWAN,IN,PTPTG,112325,2196905
DHC,202003,SHONG,KR,ADEFTG,1172,252702
DHC,202003,SHONG,KR,AEGTG,71800,2581470
DHC,202003,SHONG,KR,AEITG,9520,277820
DHC,202003,SHONG,KR,COMTG,50663,2006604
DHC,202003,SHONG,KR,CSTG,7902,206785
DHC,202003,SHONG,KR,DHCTG,831861,10662530
DHC,202003,SHONG,KR,PPGTG,212102,5346728
DHC,202003,SHONG,KR,PTPTG,338140,5337246
DHC,202003,TPARK,KR,AEITG,1715,2744
DHC,202003,TPARK,KR,COMTG,3529,4000
DHC,202003,TPARK,KR,DHCTG,39200,18648000
DHC,202003,TPARK,KR,PTPTG,44618,23534
DHC,202004,EHSU2,TA,AEITG,1354,106340
DHC,202004,EHSU2,TA,CSTG,3553,281650
DHC,202004,EHSU2,TA,DHCTG,80438,12176700
DHC,202004,EHSU2,TA,PPGTG,35267,1307395
DHC,202004,EHSU2,TA,PTPTG,47981,2288426
DHC,202004,MWAN,AL,ADEFTG,7181,196200
DHC,202004,MWAN,AL,PPGTG,45135,1016425
DHC,202004,MWAN,AL,PTPTG,41807,2931711
DHC,202004,MWAN,AS,PPGTG,15101,1251379
DHC,202004,MWAN,AS,PTPTG,46,142599
DHC,202004,MWAN,IN,ADEFTG,123,212612
DHC,202004,MWAN,IN,AEITG,972,385282
DHC,202004,MWAN,IN,COMTG,2798,154580
DHC,202004,MWAN,IN,CSTG,1296,48610
DHC,202004,MWAN,IN,PPGTG,42056,3154546
DHC,202004,MWAN,IN,PTPTG,159742,3742745
DHC,202004,SHONG,KR,ADEFTG,1412,232852
DHC,202004,SHONG,KR,COMTG,85206,1996804
DHC,202004,SHONG,KR,CSTG,21286,339585
DHC,202004,SHONG,KR,DHCTG,200988,12580030
DHC,202004,SHONG,KR,PPGTG,143057,5066807
DHC,202004,SHONG,KR,PTPTG,188032,5043736
DHC,202004,TPARK,KR,AEITG,6860,2744
DHC,202004,TPARK,KR,COMTG,7144,4000
DHC,202004,TPARK,KR,DHCTG,39200,18648000
DHC,202004,TPARK,KR,PTPTG,27285,23534
DHC,202005,EHSU2,TA,AEGTG,451,221578
DHC,202005,EHSU2,TA,AEITG,21240,108340
DHC,202005,EHSU2,TA,COMTG,34144,308600
DHC,202005,EHSU2,TA,CSTG,22695,281650
DHC,202005,EHSU2,TA,DHCTG,597370,12176700
DHC,202005,EHSU2,TA,PPGTG,40940,2088025
DHC,202005,EHSU2,TA,PTPTG,64701,5131780
DHC,202005,MWAN,AL,ADEFTG,3060,145000
DHC,202005,MWAN,AL,PPGTG,87425,1190005
DHC,202005,MWAN,AL,PTPTG,30515,2211041
DHC,202005,MWAN,AS,PPGTG,10850,858529
DHC,202005,MWAN,AS,PTPTG,26,295134
DHC,202005,MWAN,IN,ADEFTG,308,212612
DHC,202005,MWAN,IN,AEGTG,149,424830
DHC,202005,MWAN,IN,AEITG,9460,385269
DHC,202005,MWAN,IN,COMTG,7528,155580
DHC,202005,MWAN,IN,CSTG,1296,59110
DHC,202005,MWAN,IN,DHCTG,122,64250
DHC,202005,MWAN,IN,PPGTG,57769,2649738
DHC,202005,MWAN,IN,PTPTG,172440,3454045
DHC,202005,SHONG,KR,ADEFTG,7172,233911
DHC,202005,SHONG,KR,AEGTG,1283,1411470
DHC,202005,SHONG,KR,COMTG,98031,2299842
DHC,202005,SHONG,KR,DHCTG,772835,12769598
DHC,202005,SHONG,KR,PPGTG,196571,5257346
DHC,202005,SHONG,KR,PTPTG,200695,5267601
DHC,202005,TPARK,KR,COMTG,4763,4000
DHC,202005,TPARK,KR,DHCTG,44100,18000000
DHC,202005,TPARK,KR,PTPTG,30195,18584
DHC,202006,EHSU2,TA,COMTG,47263,366000
DHC,202006,EHSU2,TA,CSTG,15753,513550
DHC,202006,EHSU2,TA,DHCTG,410652,12172200
DHC,202006,EHSU2,TA,PPGTG,39389,2294485
DHC,202006,EHSU2,TA,PTPTG,47902,5184686
DHC,202006,MWAN,AL,ADEFTG,2295,157000
DHC,202006,MWAN,AL,COMTG,10942,23320
DHC,202006,MWAN,AL,PPGTG,196910,1217275
DHC,202006,MWAN,AL,PTPTG,234241,2072561
DHC,202006,MWAN,AS,PPGTG,11060,851629
DHC,202006,MWAN,AS,PTPTG,106,295134
DHC,202006,MWAN,IN,AEITG,11587,1163739
DHC,202006,MWAN,IN,COMTG,12960,169400
DHC,202006,MWAN,IN,PPGTG,47940,3520688
DHC,202006,MWAN,IN,PTPTG,167081,2836633
DHC,202006,SHONG,KR,ADEFTG,1130,233911
DHC,202006,SHONG,KR,COMTG,76383,2363182
DHC,202006,SHONG,KR,CSTG,1333,344585
DHC,202006,SHONG,KR,DHCTG,827822,14132108
DHC,202006,SHONG,KR,PPGTG,275664,6239077
DHC,202006,SHONG,KR,PTPTG,328261,5745020
DHC,202006,TPARK,KR,AEITG,3430,2744
DHC,202006,TPARK,KR,COMTG,14288,4000
DHC,202006,TPARK,KR,DHCTG,205800,18000000
DHC,202006,TPARK,KR,PTPTG,34888,18584
DHC,202007,EHSU2,TA,COMTG,32493,366000
DHC,202007,EHSU2,TA,CSTG,11640,497450
DHC,202007,EHSU2,TA,DHCTG,465700,12172200
DHC,202007,EHSU2,TA,PPGTG,45137,2287155
DHC,202007,EHSU2,TA,PTPTG,46572,5006606
DHC,202007,MWAN,AL,COMTG,51920,23320
DHC,202007,MWAN,AL,PPGTG,263299,1102095
DHC,202007,MWAN,AL,PTPTG,174993,1922785
DHC,202007,MWAN,AS,PPGTG,11003,934279
DHC,202007,MWAN,AS,PTPTG,1168,320484
DHC,202007,MWAN,IN,AEGTG,399,291320
DHC,202007,MWAN,IN,AEITG,24645,508959
DHC,202007,MWAN,IN,COMTG,4491,176690
DHC,202007,MWAN,IN,CSTG,1296,72820
DHC,202007,MWAN,IN,PPGTG,52944,3145019
DHC,202007,MWAN,IN,PTPTG,261811,2803461
DHC,202007,SHONG,KR,ADEFTG,11520,232759
DHC,202007,SHONG,KR,AEITG,572,424600
DHC,202007,SHONG,KR,COMTG,27549,2530582
DHC,202007,SHONG,KR,DHCTG,780112,14185238
DHC,202007,SHONG,KR,PPGTG,149226,6489491
DHC,202007,SHONG,KR,PTPTG,211668,5726020
DHC,202007,TPARK,KR,AEITG,1715,2744
DHC,202007,TPARK,KR,DHCTG,58800,18000000
DHC,202007,TPARK,KR,PTPTG,15313,18584
INS,201811,EHSU2,TA,ADEFTG,23329,1044523
INS,201811,EHSU2,TA,AEGTG,48660,563787
INS,201811,EHSU2,TA,AEITG,30069,1103969
INS,201811,EHSU2,TA,CHNTG,119,49470
INS,201811,EHSU2,TA,COMTG,85585,5474897
INS,201811,EHSU2,TA,CSTG,2091,118060
INS,201811,EHSU2,TA,DHCTG,947,500
INS,201811,EHSU2,TA,PPGTG,338289,11952455
INS,201811,EHSU2,TA,PTPTG,1520476,29005768
INS,201811,MWAN,AL,ADEFTG,5088,300100
INS,201811,MWAN,AL,AEGTG,394,22280
INS,201811,MWAN,AL,AEITG,4535,54000
INS,201811,MWAN,AL,CHNTG,21,4000
INS,201811,MWAN,AL,COMTG,13564,17550
INS,201811,MWAN,AL,CSTG,1775,11000
INS,201811,MWAN,AL,PPGTG,137738,555212
INS,201811,MWAN,AL,PTPTG,159346,1094900
INS,201811,MWAN,AS,ADEFTG,43393,1749699
INS,201811,MWAN,AS,AEGTG,16,135130
INS,201811,MWAN,AS,AEITG,58670,768990
INS,201811,MWAN,AS,COMTG,169794,3867031
INS,201811,MWAN,AS,CSTG,64836,310690
INS,201811,MWAN,AS,PPGTG,383153,4329788
INS,201811,MWAN,AS,PTPTG,864403,4254850
INS,201811,MWAN,IN,ADEFTG,31393,368890
INS,201811,MWAN,IN,AEGTG,38,224430
INS,201811,MWAN,IN,AEITG,2861,843504
INS,201811,MWAN,IN,CHNTG,114,14000
INS,201811,MWAN,IN,COMTG,48290,2638749
INS,201811,MWAN,IN,CSTG,146,247290
INS,201811,MWAN,IN,PPGTG,71995,2937849
INS,201811,MWAN,IN,PTPTG,134027,3797799
INS,201811,SHONG,KR,ADEFTG,29286,580176
INS,201811,SHONG,KR,AEGTG,16516,309205
INS,201811,SHONG,KR,AEITG,15465,367820
INS,201811,SHONG,KR,CHNTG,129,3650
INS,201811,SHONG,KR,COMTG,171058,1776981
INS,201811,SHONG,KR,CSTG,9005,385420
INS,201811,SHONG,KR,PPGTG,858343,4918857
INS,201811,SHONG,KR,PTPTG,1010019,18119237
INS,201812,EHSU2,TA,ADEFTG,70494,912651
INS,201812,EHSU2,TA,AEGTG,56231,580590
INS,201812,EHSU2,TA,AEITG,25295,842099
INS,201812,EHSU2,TA,CHNTG,6078,64620
INS,201812,EHSU2,TA,COMTG,180082,5599727
INS,201812,EHSU2,TA,CSTG,5930,120640
INS,201812,EHSU2,TA,DHCTG,110,500
INS,201812,EHSU2,TA,PPGTG,377165,10181822
INS,201812,EHSU2,TA,PTPTG,2382419,29150679
INS,201812,MWAN,AL,ADEFTG,23474,318000
INS,201812,MWAN,AL,AEITG,12068,80750
INS,201812,MWAN,AL,CHNTG,4,4000
INS,201812,MWAN,AL,COMTG,10816,35550
INS,201812,MWAN,AL,CSTG,1212,16000
INS,201812,MWAN,AL,PPGTG,157036,491182
INS,201812,MWAN,AL,PTPTG,367336,1251250
INS,201812,MWAN,AS,ADEFTG,66295,1562878
INS,201812,MWAN,AS,AEGTG,71,325130
INS,201812,MWAN,AS,AEITG,112715,610150
INS,201812,MWAN,AS,CHNTG,288,10764
INS,201812,MWAN,AS,COMTG,307506,4039630
INS,201812,MWAN,AS,CSTG,11579,305650
INS,201812,MWAN,AS,DHCTG,54,164400
INS,201812,MWAN,AS,PPGTG,734149,6428521
INS,201812,MWAN,AS,PTPTG,1454875,4452146
INS,201812,MWAN,IN,ADEFTG,61633,599390
INS,201812,MWAN,IN,AEGTG,404,191360
INS,201812,MWAN,IN,AEITG,6230,639804
INS,201812,MWAN,IN,CHNTG,199,14000
INS,201812,MWAN,IN,COMTG,135151,2378506
INS,201812,MWAN,IN,CSTG,364,163290
INS,201812,MWAN,IN,PPGTG,95200,3425080
INS,201812,MWAN,IN,PTPTG,176161,3955141
INS,201812,SHONG,KR,ADEFTG,78603,1396175
INS,201812,SHONG,KR,AEGTG,7058,359205
INS,201812,SHONG,KR,AEITG,14824,189820
INS,201812,SHONG,KR,CHNTG,859,3650
INS,201812,SHONG,KR,COMTG,338804,1490442
INS,201812,SHONG,KR,CSTG,12459,266920
INS,201812,SHONG,KR,PPGTG,607117,8072958
INS,201812,SHONG,KR,PTPTG,1368741,18673547
INS,201901,EHSU2,TA,ADEFTG,8502,853101
INS,201901,EHSU2,TA,AEGTG,1832,314150
INS,201901,EHSU2,TA,AEITG,12364,1052079
INS,201901,EHSU2,TA,COMTG,40928,6264870
INS,201901,EHSU2,TA,CSTG,1635,189000
INS,201901,EHSU2,TA,PPGTG,203605,9414586
INS,201901,EHSU2,TA,PTPTG,590296,39976282
INS,201901,MWAN,AL,ADEFTG,33702,318000
INS,201901,MWAN,AL,AEITG,217,80750
INS,201901,MWAN,AL,CHNTG,65,4000
INS,201901,MWAN,AL,COMTG,24306,35550
INS,201901,MWAN,AL,CSTG,662,16000
INS,201901,MWAN,AL,PPGTG,133852,529032
INS,201901,MWAN,AL,PTPTG,169632,1242950
INS,201901,MWAN,AS,ADEFTG,52168,1448928
INS,201901,MWAN,AS,AEGTG,9403,319630
INS,201901,MWAN,AS,AEITG,6035,607750
INS,201901,MWAN,AS,CHNTG,132,10764
INS,201901,MWAN,AS,COMTG,188924,3326740
INS,201901,MWAN,AS,PPGTG,475117,4114100
INS,201901,MWAN,AS,PTPTG,1090529,4219922
INS,201901,MWAN,IN,ADEFTG,3907,312130
INS,201901,MWAN,IN,AEGTG,584,267860
INS,201901,MWAN,IN,AEITG,4706,512474
INS,201901,MWAN,IN,CHNTG,59,14000
INS,201901,MWAN,IN,COMTG,27005,2397887
INS,201901,MWAN,IN,CSTG,34,88250
INS,201901,MWAN,IN,PPGTG,60775,3200090
INS,201901,MWAN,IN,PTPTG,159249,3313104
INS,201901,SHONG,KR,ADEFTG,46452,525375
INS,201901,SHONG,KR,AEGTG,4808,429205
INS,201901,SHONG,KR,AEITG,11179,101161
INS,201901,SHONG,KR,CHNTG,187,3650
INS,201901,SHONG,KR,COMTG,204525,1372803
INS,201901,SHONG,KR,CSTG,1448,162000
INS,201901,SHONG,KR,PPGTG,236838,8831062
INS,201901,SHONG,KR,PTPTG,641890,16154616
INS,201902,EHSU2,TA,ADEFTG,17191,681621
INS,201902,EHSU2,TA,AEGTG,15795,393620
INS,201902,EHSU2,TA,AEITG,11314,1036471
INS,201902,EHSU2,TA,COMTG,72988,6729087
INS,201902,EHSU2,TA,CSTG,7,195000
INS,201902,EHSU2,TA,DHCTG,144,500
INS,201902,EHSU2,TA,PPGTG,320032,9762633
INS,201902,EHSU2,TA,PTPTG,1032303,40006354
INS,201902,MWAN,AL,ADEFTG,25750,346700
INS,201902,MWAN,AL,AEITG,2912,123750
INS,201902,MWAN,AL,CHNTG,59,4000
INS,201902,MWAN,AL,COMTG,16449,985065
INS,201902,MWAN,AL,CSTG,383,19000
INS,201902,MWAN,AL,DHCTG,64,8000
INS,201902,MWAN,AL,PPGTG,137671,1097607
INS,201902,MWAN,AL,PTPTG,161085,1579700
INS,201902,MWAN,AS,ADEFTG,39022,1583478
INS,201902,MWAN,AS,AEGTG,587,324105
INS,201902,MWAN,AS,AEITG,6954,585100
INS,201902,MWAN,AS,COMTG,258928,3920645
INS,201902,MWAN,AS,CSTG,11724,22100
INS,201902,MWAN,AS,PPGTG,364951,4636192
INS,201902,MWAN,AS,PTPTG,956570,5288724
INS,201902,MWAN,IN,ADEFTG,12935,280480
INS,201902,MWAN,IN,AEGTG,3244,413860
INS,201902,MWAN,IN,AEITG,13264,493359
INS,201902,MWAN,IN,CHNTG,4,14000
INS,201902,MWAN,IN,COMTG,23737,2372493
